gene	SPID
LOC111129559	Q810V0
LOC111129814	Q13114
LOC111129816	Q4KLI9
LOC111130950	Q0IH86
LOC111130946	Q96B67
LOC111127772	Q6IR75
LOC111128109	Q5RD86
LOC111130175	P49888
LOC111130176	A0A2K5X3B6
LOC111129560	O02751
LOC111129110	Q8VCC1
LOC111129109	Q8VCC1
LOC111129561	Q8UWA5
LOC111129563	Q8VCC1
LOC111128789	Q8VCC1
LOC111130107	Q8UWA5
LOC111130106	Q92051
LOC111129564	Q24K15
LOC111131440	P55918
LOC111131704	Q13163
LOC111131705	Q794E4
LOC111130619	P30205
LOC111130324	Q7Z4H7
LOC111131038	Q8R2R5
LOC111128764	Q60414
LOC111129566	P49580
LOC111130493	Q20930
LOC111130495	Q9CRB6
LOC111129567	P36975
LOC111131301	P36975
LOC111131300	Q9D1G5
LOC111131210	P86982
LOC111128833	Q9H165
LOC111130108	Q5HZB6
LOC111131091	Q62651
LOC111130023	O60524
LOC111131610	Q9CYC6
LOC111127967	P05099
LOC111130164	P21941
LOC111129847	Q4V8V2
LOC111130087	B2RR83
LOC111128210	P15364
LOC111130711	Q66IJ4
LOC111130368	Q5R605
LOC111129643	Q4V7Y7
LOC111131193	Q6P1X6
LOC111129570	P97760
LOC111130157	Q5R613
LOC111130343	Q9JHU4
LOC111131771	Q8C7Q4
LOC111129286	Q147X3
LOC111129287	Q4V8V1
LOC111129285	O95841
LOC111129571	P49013
LOC111129572	P42620
LOC111131445	P42620
LOC111131790	Q6INL2
LOC111131053	Q4LDE5
LOC111130597	P0C6B8
LOC111130066	Q4LDE5
LOC111129125	P16554
LOC111130400	Q32KV4
LOC111131564	Q0IIZ5
LOC111131106	Q7M456
LOC111129117	Q80TE4
LOC111130338	O17583
LOC111131699	P29691
LOC111131700	Q9BWU0
LOC111130966	Q6ZPT1
LOC111127952	O95876
LOC111130105	Q8CGC7
LOC111127742	A4IFG2
LOC111127937	Q14919
LOC111127831	P53569
LOC111130857	Q3MHQ7
LOC111128111	P0DMQ6
LOC111130864	P13648
LOC111130409	O88801
LOC111130405	Q9Z160
LOC111130408	O15945
LOC111127892	Q21565
LOC111127891	H2FLJ1
LOC111130473	C0HBB2
LOC111131370	Q6PUR6
LOC111130411	P25789
LOC111131556	P38287
LOC111130774	P20936
LOC111131114	Q17QS1
LOC111127948	Q1LWH4
LOC111129576	Q8VHN7
LOC111129360	Q6JAN0
LOC111129363	B0BML1
LOC111129362	Q6P5H6
LOC111129577	P30975
LOC111131334	P51942
LOC111129269	Q9UL51
LOC111129269	Q9JKA9
LOC111129269	O88703
LOC111129267	Q8WXR4
LOC111128385	P15364
LOC111130307	B2RR83
LOC111130559	Q9V9W8
LOC111129337	Q8WXR4
LOC111129338	Q9UL51
LOC111129338	Q9JKA9
LOC111131616	P51942
LOC111128800	Q6P5H6
LOC111128802	B0BML1
LOC111130027	Q6JAN0
LOC111128021	Q1LWH4
LOC111128749	Q17QS1
LOC111130544	P20936
LOC111130544	P50904
LOC111131405	P38287
LOC111130528	P25789
LOC111131387	Q6PUR6
LOC111130612	C0HBB2
LOC111128316	H2FLJ1
LOC111131188	Q21565
LOC111130916	O15945
LOC111130915	Q9Z160
LOC111130918	O88801
LOC111130851	P13648
LOC111131432	P0DMQ6
LOC111128411	Q3MHQ7
LOC111127922	P53569
LOC111130263	Q14919
LOC111130262	A4IFG2
LOC111130240	Q8CGC7
LOC111127977	O95876
LOC111131129	Q6ZPT1
LOC111131731	Q9BWU0
LOC111131730	P29691
LOC111131488	O17583
LOC111129238	Q9P2F8
LOC111129238	Q80TE4
LOC111131830	Q7M456
LOC111127944	Q0IIZ5
LOC111127902	Q32KV4
LOC111128364	Q52KG5
LOC111129587	Q8C8H8
LOC111127754	Q8C8H8
LOC111130566	A6H603
LOC111129590	Q0E908
LOC111127939	P52786
LOC111129101	P82596
LOC111129100	P82596
LOC111129092	Q99LQ1
LOC111129090	Q7ZX20
LOC111129097	P30044
LOC111129095	P32418
LOC111129091	Q7ZX20
LOC111129098	P30044
LOC111129088	P57103
LOC111129088	S4R2P9
LOC111130394	Q9VBC7
LOC111128318	Q4I963
LOC111129048	Q3T8J9
LOC111131801	P24367
LOC111129448	Q95NR9
LOC111129375	H2A0M3
LOC111129592	A0A250YGJ5
LOC111129397	Q9P2E3
LOC111129397	Q8R151
LOC111129593	Q9UGM3
LOC111129380	Q24372
LOC111129396	Q6AZN0
LOC111129384	Q9CZJ2
LOC111129377	Q16959
LOC111129428	Q0MQ89
LOC111129408	P24329
LOC111129386	P08842
LOC111129382	Q9GKS9
LOC111129403	Q865K9
LOC111129405	Q6NZ04
LOC111129372	Q0V9S9
LOC111129443	P62154
LOC111129443	Q95NR9
LOC111129453	P02594
LOC111129423	Q2HJ98
LOC111129420	P14533
LOC111129447	Q95NR9
LOC111129434	Q95NR9
LOC111129434	Q8STF0
LOC111129441	Q95NR9
LOC111129440	P18061
LOC111129370	Q6AZN6
LOC111129379	Q6R3M4
LOC111129416	Q9D1E6
LOC111129416	Q5E951
LOC111129365	Q9NR09
LOC111129411	Q2TGI8
LOC111129425	Q5ZI66
LOC111129425	Q0IIH4
LOC111129598	Q93015
LOC111129394	Q58EM4
LOC111129374	Q8IYT3
LOC111129369	Q24119
LOC111129369	Q8IXF0
LOC111129366	Q8WND5
LOC111129395	Q3TX51
LOC111129406	Q2KI83
LOC111129387	Q27757
LOC111129393	P30532
LOC111129367	Q14624
LOC111129381	Q14624
LOC111129376	Q16959
LOC111129427	Q0MQ89
LOC111129409	P24329
LOC111129385	P08842
LOC111129383	Q9GKS9
LOC111129402	Q865K9
LOC111129404	Q6NZ04
LOC111129371	Q0V9S9
LOC111129444	P62154
LOC111129444	Q95NR9
LOC111129452	P02594
LOC111129422	P14533
LOC111129449	Q95NR9
LOC111129445	Q95NR9
LOC111129435	Q95NR9
LOC111129435	Q8STF0
LOC111129442	Q95NR9
LOC111129439	P18061
LOC111127879	Q6AZN6
LOC111128124	Q6R3M4
LOC111130312	Q5E951
LOC111130310	Q9NR09
LOC111130802	Q2TGI8
LOC111130803	Q5ZI66
LOC111130803	Q0IIH4
LOC111130802	Q93015
LOC111130573	Q58EM4
LOC111130171	Q8IYT3
LOC111130750	Q24119
LOC111130750	Q8IXF0
LOC111130366	Q8WND5
LOC111130476	Q6GLE8
LOC111128511	Q2KI83
LOC111128510	Q27757
LOC111130897	P30532
LOC111128814	Q14624
LOC111128817	Q9GLY5
LOC111128815	Q14624
LOC111129599	Q8R4G9
LOC111128816	Q63416
LOC111127803	Q08CS6
LOC111127802	Q08CS6
LOC111128205	Q9QXT0
LOC111128175	Q4VBS4
LOC111130445	B3EWZ5
LOC111127800	Q9BUK6
LOC111128115	Q63429
LOC111130641	P48428
LOC111128302	P80405
LOC111131012	Q3LSS0
LOC111128451	P78329
LOC111128450	Q6IRI9
LOC111129010	Q70LM4
LOC111130944	O60232
LOC111131640	L8E946
LOC111131226	Q5R8Z6
LOC111130760	Q3B7U2
LOC111131036	Q28C65
LOC111129850	Q9BGT1
LOC111129851	Q6ZU80
LOC111128365	P11118
LOC111129601	Q5VU97
LOC111130072	Q9JI70
LOC111131517	Q6GL77
LOC111131518	F1QGD2
LOC111129603	Q9TXQ1
LOC111129166	Q6WV19
LOC111129165	Q9TV98
LOC111131243	Q61097
LOC111129005	Q7KVW5
LOC111131026	Q63616
LOC111131740	Q3T0K2
LOC111131099	Q9Z1N9
LOC111130553	Q8NEF3
LOC111130428	Q503I8
LOC111130790	Q9DBV3
LOC111130791	A4QNC6
LOC111131044	Q63ZH8
LOC111131043	A7YWS7
LOC111130189	A5D6U8
LOC111130594	Q1L8X9
LOC111131001	Q1L8X9
LOC111130930	Q7TSF2
LOC111130931	Q4KLI9
LOC111130229	H2A0M3
LOC111131544	Q96SY0
LOC111130283	O54701
LOC111128507	P17439
LOC111128500	Q96LQ0
LOC111128209	Q8VHF0
LOC111128248	Q497V5
LOC111130117	O43542
LOC111130115	Q9H2M9
LOC111130116	Q5ZKA2
LOC111127767	O60478
LOC111130649	P46952
LOC111129605	A2ARS0
LOC111127941	Q9Y3Q0
LOC111131441	Q9Y3Q0
LOC111128740	G5EF51
LOC111128740	Q8C8H8
LOC111127912	P60901
LOC111127837	Q91ZN5
LOC111130908	A5D6U8
LOC111130314	P22897
LOC111128714	Q5NDE3
LOC111128824	Q8C8H8
LOC111127797	Q9Y3Q0
LOC111128108	Q9Y3Q0
LOC111131775	P46952
LOC111130426	O60478
LOC111130233	Q5ZKA2
LOC111130232	Q9H2M9
LOC111130234	O43542
LOC111128332	Q497V5
LOC111129056	Q8VHF0
LOC111129124	Q96LQ0
LOC111129123	P17439
LOC111129121	O54701
LOC111131786	Q96SY0
LOC111128807	H2A0M3
LOC111128809	Q4KLI9
LOC111128811	Q8NDX2
LOC111128812	Q1L8X9
LOC111128258	Q8IR45
LOC111130549	Q5R546
LOC111128529	Q24498
LOC111128556	Q6NWH0
LOC111128550	Q6NWH0
LOC111128552	Q9R0A8
LOC111128545	Q8JG64
LOC111128559	Q9UBB5
LOC111128533	Q38SD2
LOC111128558	Q6NWG0
LOC111128542	P12391
LOC111128546	A2VDZ3
LOC111128546	A4UTP7
LOC111128538	Q7L5Y6
LOC111128536	Q9NZ56
LOC111128562	Q16595
LOC111128543	A2VDZ3
LOC111128564	O75925
LOC111128563	P42026
LOC111128530	Q24498
LOC111128549	Q6NWH0
LOC111128555	Q6NWH0
LOC111128553	Q9R0A8
LOC111128544	Q8JG64
LOC111128560	Q9UBB5
LOC111128531	Q38SD2
LOC111128557	Q6NWG0
LOC111128540	Q9I8C7
LOC111128548	A2VDZ3
LOC111128548	A4UTP7
LOC111128539	Q7L5Y6
LOC111128535	Q9NZ56
LOC111130805	Q16595
LOC111129167	A2VDZ3
LOC111129295	O75925
LOC111129296	P42026
LOC111128580	P31674
LOC111128910	Q63639
LOC111128909	Q8BRK9
LOC111129009	O00423
LOC111131749	Q8TD57
LOC111131637	O17536
LOC111130082	Q5U581
LOC111130954	P32029
LOC111128123	Q96PE7
LOC111129105	Q9WU63
LOC111129107	Q9Y5Z4
LOC111129103	O08912
LOC111130541	A1A4M6
LOC111128594	Q8CFN2
LOC111128069	A0A0F7YYX3
LOC111129467	Q9H1A4
LOC111129470	Q92546
LOC111129903	P63100
LOC111129902	P12261
LOC111128079	G5EBQ8
LOC111128981	Q98892
LOC111129614	Q8NF91
LOC111128980	Q8NF91
LOC111128979	M9MRD1
LOC111130502	Q3SZE9
LOC111129615	P52204
LOC111130642	Q3TDN0
LOC111128416	O76202
LOC111131755	Q9Y394
LOC111131389	Q5R4J5
LOC111129618	Q66J54
LOC111131040	Q64732
LOC111129706	Q61555
LOC111129707	O01404
LOC111130575	O01404
LOC111129204	Q0ZDF7
LOC111129202	Q9UKP4
LOC111129203	Q09621
LOC111127921	P23284
LOC111127886	Q5W8I8
LOC111130458	A2VE47
LOC111131401	Q3B8G7
LOC111130264	Q9NR16
LOC111128611	Q14318
LOC111131675	Q91W36
LOC111131662	P62862
LOC111129069	Q60803
LOC111130689	P62489
LOC111130937	Q32PI6
LOC111128369	Q2KI52
LOC111131826	P51955
LOC111130078	Q68DK2
LOC111130078	E1BLZ4
LOC111130763	Q9VFJ2
LOC111131005	Q4V8E5
LOC111131006	Q27HK4
LOC111131004	P97390
LOC111130238	O45782
LOC111130237	Q9UUI3
LOC111128176	Q9CQS5
LOC111128189	Q803X0
LOC111129994	Q8HZK2
LOC111131725	Q5EB30
LOC111129620	Q6PC62
LOC111131280	A8VU90
LOC111128823	P21251
LOC111127940	Q5XGC9
LOC111131497	Q7Z3D4
LOC111130437	Q8BHC7
LOC111128064	Q6NZ07
LOC111131856	A6NNX1
LOC111131425	Q21565
LOC111128492	Q95R48
LOC111129621	P02599
LOC111131696	Q90Y54
LOC111128071	Q3SZW3
LOC111131247	Q9DCH2
LOC111128156	A2RRH5
LOC111128221	Q6PD74
LOC111130250	Q9D2K4
LOC111128379	Q3TX08
LOC111131711	Q29081
LOC111129965	Q9U943
LOC111130632	Q6NXP6
LOC111130150	Q92797
LOC111129625	Q9U943
LOC111129945	Q9VAY7
LOC111129942	Q6NWD4
LOC111129999	Q9UHY8
LOC111129820	Q08170
LOC111129822	Q5SPB6
LOC111129821	B3STU3
LOC111130309	Q9ULG1
LOC111129313	Q8VE97
LOC111130146	Q9DAG5
LOC111130146	Q8N801
LOC111127725	E9Q6P5
LOC111131216	P79781
LOC111130874	Q3V6T2
LOC111130875	Q5RBG4
LOC111130877	Q9H1D9
LOC111128759	Q8CFJ7
LOC111128758	Q9JKB5
LOC111129627	Q9VXE5
LOC111130732	P36404
LOC111130404	Q96S38
LOC111131119	Q888A4
LOC111128211	Q9JI19
LOC111130873	A0A0R3K2G2
LOC111130365	Q5RE08
LOC111131570	P90884
LOC111131720	A0AVT1
LOC111130297	Q12802
LOC111130297	B2DCZ9
LOC111130297	Q6ZSZ5
LOC111127768	P13234
LOC111127769	A1ALW5
LOC111130512	Q8NFZ0
LOC111128592	Q60803
LOC111128453	Q9DAG6
LOC111127917	Q13114
LOC111127917	Q60803
LOC111129526	Q12965
LOC111130939	P82915
LOC111131265	O88368
LOC111131182	P48180
LOC111128228	Q2TB18
LOC111128228	Q1LYL8
LOC111128229	Q29503
LOC111128227	Q641Z2
LOC111129253	P60588
LOC111129252	Q61469
LOC111130467	Q5E9H5
LOC111128978	Q7ZUS1
LOC111129633	A7Z026
LOC111130423	Q8NDG6
LOC111130724	Q1L9A2
LOC111128037	P51589
LOC111128037	P24460
LOC111128035	Q8MV48
LOC111129899	Q8MQW8
LOC111130243	Q3ZBG9
LOC111130245	Q3ZBG9
LOC111130245	Q9DCW2
LOC111130244	O15162
LOC111130761	Q9NXG0
LOC111130761	A2AM05
LOC111130085	Q6ZN30
LOC111131155	Q64731
LOC111130412	A6QQM4
LOC111127889	Q3U3Q1
LOC111127889	Q5ZJH6
LOC111128370	Q99715
LOC111130679	Q68FF9
LOC111130016	O96102
LOC111130015	P53440
LOC111130013	P97348
LOC111130014	P04352
LOC111130700	Q18161
LOC111130701	O15018
LOC111130418	Q96L92
LOC111129333	Q7ZYC4
LOC111129348	Q0VC16
LOC111130837	Q1LWJ6
LOC111130836	Q5RCS8
LOC111129160	Q0P4V4
LOC111129161	Q7QC84
LOC111129239	Q8IW19
LOC111129240	Q8CG64
LOC111129241	P02711
LOC111129637	Q9R0W9
LOC111128311	Q40784
LOC111128949	Q6ZQ12
LOC111128947	Q99999
LOC111129985	F8WLE0
LOC111130364	O15315
LOC111130363	Q5R5X0
LOC111128650	F1QMV3
LOC111130519	Q9JJ09
LOC111130767	Q9JJ09
LOC111130768	Q9JJ09
LOC111131085	Q8D3M4
LOC111130431	Q58DU5
LOC111129498	Q5T3F8
LOC111131209	Q63276
LOC111131208	Q9HAD4
LOC111129481	Q9LQV2
LOC111130996	P49578
LOC111130995	Q9UHC1
LOC111130997	Q6AYP4
LOC111130998	Q02338
LOC111131000	Q02338
LOC111129839	Q642T7
LOC111130348	Q6IQ97
LOC111129956	Q5SP90
LOC111128960	Q5VT66
LOC111128958	Q9Y6R7
LOC111128959	Q9Y253
LOC111131396	Q8TD19
LOC111130868	A7MCS3
LOC111130492	O42097
LOC111129210	Q8TD10
LOC111129255	Q8CHB8
LOC111131077	Q1LXZ9
LOC111127959	Q5EAD5
LOC111128692	Q24372
LOC111128693	Q91447
LOC111128693	Q63932
LOC111128694	Q09JW2
LOC111131299	Q5PQ35
LOC111129364	Q642T7
LOC111130462	Q6IQ97
LOC111129953	Q5SP90
LOC111131836	Q5VT66
LOC111131834	Q9Y6R7
LOC111131835	Q9Y253
LOC111131525	Q8TD19
LOC111129648	Q6AZB8
LOC111131685	A7MCS3
LOC111131021	O42097
LOC111130273	Q8TD10
LOC111129170	Q8CHB8
LOC111129170	Q6EEF3
LOC111129653	Q1LXZ9
LOC111130843	Q5EAD5
LOC111128743	Q24372
LOC111128744	Q91447
LOC111128744	Q63932
LOC111128745	Q09JW2
LOC111131402	Q5PQ35
LOC111131684	V5NAL9
LOC111130285	V5NAL9
LOC111130284	V5NAL9
LOC111131625	P59889
LOC111128864	P49454
LOC111131256	P54366
LOC111131336	P27867
LOC111128649	P15388
LOC111130630	Q5R8G5
LOC111127838	Q9V9S7
LOC111128284	C9JJ37
LOC111128099	Q5E9N4
LOC111128100	Q8N5Z0
LOC111129029	Q5EB28
LOC111129028	Q96GM8
LOC111128527	Q8AVP1
LOC111127787	P48509
LOC111130114	Q8N157
LOC111130460	G5EDF0
LOC111128114	P27612
LOC111131239	Q9UGU5
LOC111130194	P28827
LOC111129656	Q6WV88
LOC111128950	O16277
LOC111128952	P84239
LOC111128955	Q28DR4
LOC111128951	Q6WV88
LOC111130565	Q5ZIP4
LOC111131588	P43699
LOC111130914	Q8WPJ2
LOC111131483	Q0VAW7
LOC111128771	P24507
LOC111129659	Q6V0I7
LOC111128863	Q9U1H8
LOC111128308	F1SEC0
LOC111128460	Q5ZL12
LOC111130403	Q90W95
LOC111130402	Q8BJ83
LOC111130563	Q3UTY6
LOC111128303	Q8NCA5
LOC111128304	Q5RE15
LOC111131738	Q9BXW4
LOC111129224	Q1G7G9
LOC111129225	Q6PCG7
LOC111131358	Q9W762
LOC111130103	Q99NB1
LOC111130166	Q17G75
LOC111130531	Q7ZT47
LOC111131219	Q9Z1E3
LOC111130736	Q0V989
LOC111130781	Q8R2E9
LOC111130506	Q08BY0
LOC111130775	Q6DGZ1
LOC111128516	Q9NUW8
LOC111129162	A8MVX0
LOC111129164	Q5U2Q4
LOC111128254	A5PJA1
LOC111131322	P24862
LOC111130012	B0BN28
LOC111130011	A0A0R4IFG5
LOC111129133	P98199
LOC111128158	Q9ESW8
LOC111129173	Q6PCX7
LOC111129932	Q8K3K9
LOC111129930	Q8K3K9
LOC111131852	Q9VMU8
LOC111128202	Q8BR63
LOC111130852	P52164
LOC111128154	P49355
LOC111128269	Q9UK22
LOC111128917	O88368
LOC111129865	Q9H2Y7
LOC111129849	Q26534
LOC111129853	Q1KMD3
LOC111129853	Q9BUJ2
LOC111128130	Q9BSD7
LOC111129662	P0DMQ6
LOC111129848	Q26534
LOC111129842	Q9H2Y7
LOC111127763	Q923V4
LOC111128458	P49355
LOC111130850	P52164
LOC111128145	Q8BR63
LOC111131867	Q9VMU8
LOC111130155	Q8K3K9
LOC111130153	Q8K3K9
LOC111130640	O93530
LOC111129083	Q6PCX7
LOC111128253	Q9ESW8
LOC111128679	P98199
LOC111130047	A0A0R4IFG5
LOC111130048	B0BN28
LOC111131500	P24862
LOC111128874	A5PJA1
LOC111128873	Q5U2Q4
LOC111128871	A8MVX0
LOC111128425	Q9NUW8
LOC111130892	Q6DGZ1
LOC111131597	Q08BY0
LOC111129138	Q8R2E9
LOC111129137	Q0V989
LOC111131108	Q9Z1E3
LOC111130510	Q7ZT47
LOC111130741	Q17G75
LOC111130514	Q99NB1
LOC111131141	Q9W762
LOC111128961	Q1G7G9
LOC111128962	Q6PCG7
LOC111131691	Q9BXW4
LOC111130572	Q5RE15
LOC111131139	Q8NCA5
LOC111130350	Q3UTY6
LOC111129925	Q8BJ83
LOC111129923	Q96MB7
LOC111129926	Q90W95
LOC111131763	Q5T6F2
LOC111131764	Q5ZL12
LOC111128044	F1SEC0
LOC111129201	Q9U1H8
LOC111129664	Q6V0I7
LOC111128726	P24507
LOC111131326	Q0VAW7
LOC111130764	Q8WPJ2
LOC111131770	P43699
LOC111130755	Q5ZIP4
LOC111130282	Q6DF46
LOC111130378	B0BM24
LOC111129825	Q80U96
LOC111131816	Q24157
LOC111131732	V5YMB3
LOC111130461	O15381
LOC111129666	Q8UVC3
LOC111129667	Q0VAA2
LOC111130322	Q8WUB8
LOC111130217	Q9UQ07
LOC111130486	Q9D2J7
LOC111130436	P11352
LOC111131267	Q5E9G1
LOC111129669	A0JPQ7
LOC111130618	Q3T0C9
LOC111130617	Q07G43
LOC111128236	Q9GLW9
LOC111129670	Q9Y2U9
LOC111129497	Q8TBZ3
LOC111129671	Q04619
LOC111129841	Q90474
LOC111127901	Q1RLY6
LOC111131492	Q5BJI6
LOC111130034	Q66KG0
LOC111130032	Q66J54
LOC111130033	Q66J54
LOC111131726	Q8IV20
LOC111130001	Q9UDY8
LOC111130183	Q9VQ93
LOC111127955	A0A2L0VBG2
LOC111129818	Q8LPL3
LOC111127801	Q9MA55
LOC111127848	P62510
LOC111131417	M4DUF2
LOC111130542	M4DUF2
LOC111127771	M4DUF2
LOC111130859	Q8LPL3
LOC111131676	O16025
LOC111131442	B3EWZ3
LOC111131443	B3EWZ3
LOC111131178	O88420
LOC111127876	P54366
LOC111131628	P54366
LOC111128697	Q4V8E5
LOC111129506	Q27HK4
LOC111129504	P71359
LOC111129503	P97390
LOC111130069	O45782
LOC111130068	Q9UUI3
LOC111128265	Q9CQS5
LOC111130748	Q803X0
LOC111129986	Q8HZK2
LOC111131679	Q5EB30
LOC111129678	Q6PC62
LOC111128963	A8VU90
LOC111131543	Q7T3T2
LOC111131542	Q5XGC9
LOC111128084	Q7Z3D4
LOC111128372	Q8BHC7
LOC111128097	Q6NZ07
LOC111127910	A6NNX1
LOC111131683	Q21565
LOC111128405	Q95R48
LOC111129679	P02599
LOC111130290	Q90Y54
LOC111130291	Q3SZW3
LOC111130292	Q9DCH2
LOC111128448	A2RRH5
LOC111128346	Q6PD74
LOC111130351	Q9D2K4
LOC111127752	Q3TX08
LOC111127753	Q29081
LOC111130789	Q9Y5X5
LOC111129680	Q80Z70
LOC111130401	Q59E04
LOC111130932	Q4QR88
LOC111130491	Q96S82
LOC111130603	Q9BT43
LOC111127905	O76031
LOC111131274	Q3SZI5
LOC111131218	Q9CQ46
LOC111129997	Q8IV61
LOC111131032	Q6P4F7
LOC111127928	P62744
LOC111129078	Q91048
LOC111129265	A0JMA9
LOC111129266	Q2KI79
LOC111131864	Q8BN59
LOC111128836	P21837
LOC111128485	Q2V2K5
LOC111129264	P29617
LOC111131212	P11179
LOC111131828	Q8NBN7
LOC111128337	P11586
LOC111128338	Q9H892
LOC111131391	P61917
LOC111129681	P79345
LOC111130084	P61917
LOC111130083	Q08DB5
LOC111130865	Q4JIJ3
LOC111127732	Q9Y6R7
LOC111129684	Q9Y6R7
LOC111129686	Q9Y493
LOC111128652	O88799
LOC111131656	Q8VC30
LOC111131560	Q8VC30
LOC111131560	Q4KLZ6
LOC111131561	Q9IAL1
LOC111131056	P58304
LOC111128168	Q8BUZ1
LOC111127953	Q6DJM2
LOC111131065	Q9Y597
LOC111131315	Q7ZVN5
LOC111130395	Q0P6H9
LOC111130396	Q9P055
LOC111130413	Q9UBU9
LOC111131404	O43290
LOC111129691	Q58CV6
LOC111129828	G5EFL9
LOC111129350	P50867
LOC111128921	P79345
LOC111131050	Q92047
LOC111131050	P80895
LOC111128086	Q9NBX4
LOC111128639	Q9ULL1
LOC111128640	Q920B6
LOC111129694	O75445
LOC111128501	Q9CYX7
LOC111131546	A5D7C1
LOC111129019	O75159
LOC111129021	O13046
LOC111128646	Q1JQ99
LOC111128515	A0JPI9
LOC111128165	P42674
LOC111130346	O93610
LOC111130967	A1L2S8
LOC111130667	P14408
LOC111129734	Q91147
LOC111131213	Q0VAA2
LOC111129962	A0JPI9
LOC111130629	Q0VAA2
LOC111127729	Q9YHY6
LOC111131875	Q9JHI0
LOC111128163	P15364
LOC111131408	P35431
LOC111131429	P35431
LOC111130885	P18426
LOC111131309	Q62674
LOC111130855	P46436
LOC111129511	Q9MYM7
LOC111129838	Q9VLN1
LOC111131748	P18142
LOC111129702	P35408
LOC111131579	Q6DFC2
LOC111128837	P29375
LOC111131013	Q6DGZ3
LOC111130463	Q9ULK2
LOC111129998	Q5U300
LOC111129705	O60290
LOC111127935	Q95JD5
LOC111130090	Q9HCF6
LOC111130091	A7T1N0
LOC111130296	Q3T0U7
LOC111130550	Q9DCL2
LOC111130718	P54099
LOC111131224	Q9DAG6
LOC111129297	Q9P203
LOC111128877	Q5JTD0
LOC111128879	F1MNN4
LOC111128878	Q504Y2
LOC111128433	Q7TN31
LOC111128432	Q658L1
LOC111128432	Q8IYX7
LOC111129908	Q55E58
LOC111129279	Q9HCE3
LOC111129280	Q9CXT6
LOC111130844	B0V3H4
LOC111129712	Q9CZB3
LOC111129073	Q9CPU0
LOC111131818	Q8K386
LOC111130425	Q6PB03
LOC111129520	B7Z6K7
LOC111129521	P23950
LOC111130051	A8C756
LOC111130052	Q9ULM0
LOC111130052	Q8IVE3
LOC111129715	Q9BYB4
LOC111130053	Q8N6Q8
LOC111130337	Q9D1D4
LOC111131557	Q96DM1
LOC111130371	A1L2F3
LOC111130371	A0JMZ1
LOC111128526	Q6AZB8
LOC111129058	Q9P203
LOC111128859	Q7Z401
LOC111128057	Q9Z0L8
LOC111131151	P86789
LOC111131324	P86789
LOC111131325	P86789
LOC111127914	Q06725
LOC111129310	Q9FN03
LOC111130610	Q5JZQ8
LOC111130452	Q9P2K2
LOC111128396	A8DYE2
LOC111128396	Q9HCF6
LOC111130196	Q6PB70
LOC111129322	Q0EEE2
LOC111129324	Q05470
LOC111129321	Q50LG3
LOC111129719	P17790
LOC111129323	P41636
LOC111129327	B2RYG6
LOC111129720	Q96PN6
LOC111131843	P97412
LOC111128323	O09174
LOC111128383	Q6UUV9
LOC111129721	B0BN95
LOC111128647	P00773
LOC111128344	Q94126
LOC111130138	Q25410
LOC111129175	Q4PLW0
LOC111128070	Q01460
LOC111131643	O00534
LOC111131348	O00534
LOC111130373	Q8WZA2
LOC111129855	Q8NHU2
LOC111129856	Q60614
LOC111131787	Q9BZJ0
LOC111131729	Q6P632
LOC111130697	Q8N8E3
LOC111128766	Q2TA49
LOC111128765	P34642
LOC111127827	Q4FZQ0
LOC111127827	Q6GN58
LOC111127827	Q5U3G6
LOC111129728	O15123
LOC111129729	Q29RY7
LOC111129919	Q14746
LOC111130615	Q5RBX7
LOC111131549	Q5F3Z9
LOC111129730	Q8K2C9
LOC111130505	Q8JZP3
LOC111129006	Q16975
LOC111128022	Q99N87
LOC111129843	Q7L0Q8
LOC111130259	Q9UIU6
LOC111129030	O95848
LOC111129030	Q05B60
LOC111129032	Q8IWV8
LOC111129732	Q5TYW1
LOC111130682	Q3T0D6
LOC111130682	Q3MHZ8
LOC111129733	Q09575
LOC111131791	P20918
LOC111130576	Q96L50
LOC111129735	Q0P5A0
LOC111128470	P51950
LOC111129736	F6VSS6
LOC111128941	Q8NBP0
LOC111128945	O42281
LOC111128943	L7YAI7
LOC111130417	Q5ZMT7
LOC111130416	Q5R7R9
LOC111131278	Q05974
LOC111128055	Q86IV5
LOC111131160	Q9UBT6
LOC111130099	Q6VVX2
LOC111131359	Q8IV33
LOC111128116	Q3SX11
LOC111131124	Q5ZIJ9
LOC111128440	Q9VUX2
LOC111128256	G5CTG7
LOC111130187	Q9NVE4
LOC111130188	Q562D6
LOC111127924	Q9BU70
LOC111127923	Q9GZV3
LOC111129351	P56603
LOC111129351	Q8K021
LOC111130246	Q13367
LOC111128121	D4A2B7
LOC111129169	Q6UVK1
LOC111131630	Q96KR1
LOC111131633	Q9D8S4
LOC111131010	P15622
LOC111127735	Q8WUQ7
LOC111130024	Q99715
LOC111130026	Q6DCS1
LOC111130025	Q99M01
LOC111129195	Q9WVR8
LOC111129196	Q2NL17
LOC111130745	Q9I8C7
LOC111130744	Q9UGM1
LOC111128727	Q8MY85
LOC111128728	Q8MY85
LOC111128730	P42679
LOC111129129	Q8N2E2
LOC111129741	P16092
LOC111131046	Q9VNM1
LOC111128268	P70099
LOC111128724	Q24212
LOC111128712	O95861
LOC111128709	Q28FH2
LOC111128711	Q6P158
LOC111128710	P38584
LOC111130562	Q6UWX4
LOC111130272	Q68EK7
LOC111129977	O45782
