gene_name,slope_best_fit,r_squared,percentage_within_95_CI,num_exons,mean_exon_expression,std_dev_exon_expression,sum_exon_expression
gene-LOC111136886,-44.399999999999984,0.07933357479174215,100,4,202.5,203.50675664458907,810
gene-LOC111136894,-0.19999999999999965,0.20000000000000065,100,4,10.5,0.5773502691896257,42
gene-LOC111136218,1.7317899491812536,0.17625989904314368,54.54545454545454,22,28.954545454545453,26.78570562770423,637
gene-LOC111136772,308.99999999999994,1,NA,2,188.5,218.4959953866432,377
gene-LOC111136771,2.4060606060606053,0.043351853089619606,90,10,30.1,34.987140494758926,301
gene-LOC111138146,166.99999999999997,1,NA,2,202.5,118.08683245815344,405
gene-LOC111138147,-3.4424242424242437,0.427368632998988,80,10,23.2,15.942953859864796,232
gene-LOC111136732,1.9098901098901082,0.12688103028953787,50,14,42.785714285714285,22.42998875622535,599
gene-LOC111136470,2.799999999999999,0.039492242595204397,100,5,39.6,22.277791632026727,198
gene-LOC111099203,1.607142857142854,0.0605272596843614,85.71428571428571,7,26.857142857142858,14.11179850844169,188
gene-LOC111135404,-1.3058823529411763,0.0429362977418455,68.75,16,38,30.004444115275103,608
gene-LOC111133642,0.20000000000000084,0.002577319587628866,100,5,22.4,6.2289646009589745,112
gene-LOC111135850,-0.2270935960591131,0.03153121207355468,51.724137931034484,29,32.310344827586206,10.889390145182151,937
gene-LOC111136911,2.5868408321238503,0.19450469309503388,37.735849056603776,53,73.84905660377359,90.58344988640948,3914
gene-LOC111137967,-0.418181818181818,0.004041561616624642,72.72727272727273,11,34.18181818181818,21.816590851084786,376
gene-LOC111137291,-170.99999999999994,1,NA,2,106.5,120.91525958289962,213
gene-LOC111136919,19.99999999999998,0.9966777408637872,100,3,111.33333333333333,20.033305601755625,334
gene-LOC111134508,-0.39568515884305366,0.006086458656495251,64.86486486486487,37,46.5945945945946,54.899635426566995,1724
gene-LOC111132416,-12.028571428571434,0.6811067345566333,83.33333333333334,6,28.5,27.26719640887196,171
gene-LOC111133937,15.799999999999999,0.7153008595988539,100,4,33.5,24.11776661854631,134
gene-LOC111137920,-10,0.6756756756756757,100,3,10,12.165525060596439,30
gene-LOC111137318,-4.500000000000003,0.7499999999999997,100,3,7,5.196152422706632,21
gene-LOC111099188,-37.00000000000002,0.6502533248891701,100,3,31.333333333333332,45.8839114868527,94
gene-LOC111137329,-68.50000000000004,0.7773344745706551,100,3,53.333333333333336,77.69384359994898,160
gene-LOC111135872,-2.379120879120877,0.038189301316803585,76.92307692307693,13,42.61538461538461,47.41226715653953,554
gene-LOC111134967,0.7927052785923754,0.06693585539638783,56.25,32,30.46875,28.742442905806534,975
gene-LOC111136666,-9.916666666666663,0.4956027858189217,62.5,8,57.375,34.50439930543019,459
gene-LOC111136936,77.00000000000003,0.5257071199665599,100,6,282.5,198.67938997289076,1695
gene-LOC111135859,20.92857142857145,0.489938592886819,85.71428571428571,7,230,64.59102104782058,1610
gene-LOC111132034,-4.199999999999999,0.5895721925133692,100,5,24.4,8.648699324175862,122
gene-LOC111136949,4.285714285714285,0.007278962181747577,85.71428571428571,7,133.42857142857142,108.51552445442563,934
gene-LOC111134962,NA,0,NA,1,258,NA,258
gene-LOC111133821,221.0000000000001,0.9902410672649983,100,3,246.33333333333334,222.08631955465725,739
gene-LOC111136731,-0.16666666666666546,7.565931690445424e-4,100,8,26.5,14.842025275740312,212
gene-LOC111133369,28.600000000000005,0.6056442115803653,100,6,58.166666666666664,68.75293933110545,349
gene-LOC111136859,35.30000000000001,0.24029118256761314,100,4,106.25,92.96728815377303,425
gene-LOC111136858,14.906862745098033,0.3385344160951138,52.94117647058824,17,83.6470588235294,129.37636046457183,1422
gene-LOC111136857,8.545454545454543,0.10176159501741333,81.81818181818183,11,83.54545454545455,88.84634335341397,919
gene-LOC111133781,7.364835164835165,0.17750246691449748,64.28571428571429,14,75.07142857142857,73.12735391158284,1051
gene-LOC111135892,0.3155706313601049,0.018040923116417005,36.84210526315789,38,33.73684210526316,26.109627726730412,1282
gene-LOC111136958,37.21212121212122,0.2790656386519693,90,10,90.4,213.27353328530944,904
gene-LOC111136017,3.2935483870967732,0.1433482476661619,58.06451612903226,31,50.32258064516129,79.09209277661672,1560
gene-LOC111134905,54.19999999999998,0.35701229886733754,100,4,109,117.10678887237921,436
gene-LOC111134904,-4.433333333333332,0.11377513828738052,77.77777777777779,9,49.111111111111114,35.99459836018609,442
gene-LOC111136980,NA,0,NA,1,171,NA,171
gene-LOC111136726,-0.9999999999999984,0.001481920569057497,100,4,40,33.53605025441527,160
gene-LOC111137003,-267.0000000000001,0.4512276171125835,100,3,352,397.47830129454866,1056
gene-LOC111137013,242.99999999999997,1,NA,2,133.5,171.82694782833104,267
gene-LOC111137020,-5.489164086687305,0.13004634462410328,72.22222222222221,18,55.72222222222222,81.26051465398226,1003
gene-LOC111134681,-0.451581027667984,0.03404998695708876,47.82608695652174,23,29.304347826086957,16.598014072359533,674
gene-LOC111134682,1.060714285714286,0.010416719151707374,46.666666666666664,15,48.733333333333334,46.47805421711976,731
gene-LOC111137962,6.000000000000001,0.9642857142857142,100,3,7.666666666666667,6.110100926607787,23
gene-LOC111134088,-2.5363636363636353,0.3031663810562394,63.63636363636363,11,21.272727272727273,15.278029382684856,234
gene-LOC111135055,0.32258064516128987,0.008330313594655263,29.03225806451613,31,33.03225806451613,32.13459596858993,1024
gene-LOC111134622,-0.5380439186451664,0.07526388210544892,45.23809523809524,42,32.04761904761905,24.05983636478262,1346
gene-LOC111136329,-0.23333333333333428,0.001378340365682149,66.66666666666666,9,23.333333333333332,17.211914478058507,210
gene-LOC111136328,0.6153846153846152,0.023744744001978756,66.66666666666666,12,18.666666666666668,14.39907404430345,224
gene-LOC111135543,1.4519480519480519,0.22662134769938147,52.38095238095239,21,23.047619047619047,18.9247884809215,484
gene-LOC111135544,2.9934065934065934,0.14057026982789458,50,14,38.142857142857146,33.39934854928287,534
gene-LOC111133183,57.10000000000001,0.09579143597103695,100,4,140.25,238.1755305091884,561
gene-LOC111133767,-4.316666666666664,0.20498186929595846,77.77777777777779,9,30.555555555555557,26.11087470342152,275
gene-LOC111137029,-1.3754789272030659,0.10069142946258235,64.28571428571429,28,36.642857142857146,35.657022876612686,1026
gene-LOC111099182,4.383333333333329,0.1973700730482423,77.77777777777779,9,49.888888888888886,27.02056829733807,449
gene-LOC111136548,0.20797373358349083,0.0012379137968120736,42.5,40,68.825,69.10263177295579,2753
gene-LOC111134601,-22.000000000000007,0.8008825151682293,100,3,18.666666666666668,24.583192089989726,56
gene-LOC111135165,0.5824561403508779,0.002908951179320228,89.47368421052632,19,44,60.77097260297149,836
gene-LOC111135166,-245.9999999999999,1,NA,2,161,173.9482681718907,322
gene-LOC111135442,-14.299999999999999,0.1299380460683083,100,4,101.25,51.214418542698176,405
gene-LOC111137900,-1.3971774193548392,0.11471659984306326,53.125,32,55.59375,38.697219517519564,1779
gene-LOC111137901,-23.3,0.5265919782724674,100,4,44.75,41.451779213925185,179
gene-LOC111137903,14.000000000000004,0.32874874203287474,100,4,81.5,31.522478751942504,326
gene-LOC111135220,-17.2,0.26226950354609935,100,4,52,43.3589667773576,208
gene-LOC111135219,-22.371428571428584,0.28524545926149364,83.33333333333334,6,74.83333333333333,78.36432011232323,449
gene-LOC111138303,-0.40637898686679186,0.009265684734371655,65,40,39.25,49.35416226959316,1570
gene-LOC111138305,1.0564102564102567,0.011665279382836463,92.3076923076923,26,44.69230769230769,74.81057103418968,1162
gene-LOC111138304,NA,0,NA,1,402,NA,402
gene-LOC111136602,4.4833333333333325,0.28735968442232346,88.88888888888889,9,51.888888888888886,22.90439065138191,467
gene-LOC111135774,9.037362637362637,0.19509877971416426,85.71428571428571,14,47,85.59205570612264,658
gene-LOC111138197,-4.399999999999999,0.05967940813810127,100,5,61,28.478061731796284,305
gene-LOC111133766,8,0.15051740357478832,100,4,51,26.620793877468543,204
gene-LOC111132158,-5.406862745098038,0.2102396638402204,41.17647058823529,17,86.23529411764706,59.546756221229955,1466
gene-LOC111135761,8.214285714285714,0.6029635258358663,87.5,8,53,25.911938781738648,424
gene-LOC111132051,1.0000000000000029,1,NA,2,20.5,0.7071067811865476,41
gene-LOC111133284,42.99999999999999,1,NA,2,40.5,30.405591591021544,81
gene-LOC111134746,166.99999999999997,1,NA,2,141.5,118.08683245815344,283
gene-LOC111134748,-0.41512791991101233,0.039631871037673364,36.666666666666664,30,28.8,18.35737191016938,864
gene-LOC111136139,3.2475490196078414,0.1293042622367404,88.23529411764706,17,34.411764705882355,45.605727194522146,585
gene-LOC111137775,-7.809523809523808,0.4638760973422329,75,8,60.5,28.086600770779345,484
gene-LOC111136224,-0.09937888198757668,0.001337617255262588,36.36363636363637,22,30,17.644640357154728,660
gene-LOC111133938,-0.3919354838709672,0.02820924399856686,48.38709677419355,31,34.806451612903224,21.217004744369095,1079
gene-LOC111135257,5.519607843137253,0.14684892539622976,70.58823529411765,17,45.35294117647059,72.73491353578983,771
gene-LOC111135256,-81.99999999999989,1,NA,2,230,57.982756057296896,460
gene-LOC111137009,-0.29248276616697694,0.019140465919038455,36.84210526315789,38,37.23684210526316,23.49402938589305,1415
gene-LOC111137080,-63.99999999999994,1,NA,2,118,45.254833995939045,236
gene-LOC111135619,2.2035714285714287,0.020653335545871437,93.33333333333333,15,48.53333333333333,68.57203372748842,728
gene-Trnaq-uug-3,NA,0,NA,1,11,NA,11
gene-Trnaq-cug-2,NA,0,NA,1,3,NA,3
gene-LOC111099200,9.39285714285714,0.3494789991259108,87.5,8,49.125,38.919101076096666,393
gene-LOC111137108,-15.448484848484858,0.12953445017953358,80,10,79.9,129.95678768985738,799
gene-LOC111136146,-5.233333333333331,0.5452112364521123,77.77777777777779,9,25.333333333333332,19.41004894378167,228
gene-LOC111137124,NA,0,NA,1,120,NA,120
gene-LOC111133722,-284.9999999999999,1,NA,2,149.5,201.52543263816605,299
gene-LOC111134039,6.099999999999999,0.7135186960690316,100,4,9.25,9.322910847297997,37
gene-LOC111137952,-9.399999999999997,0.08783300198807155,100,4,43,40.94712037087183,172
gene-LOC111136108,-1.8999999999999995,0.005955621545821975,100,4,37.25,31.784430150625635,149
gene-LOC111136105,2.6000000000000023,0.048048016426672224,77.77777777777779,9,43.77777777777778,32.483756624572294,394
gene-LOC111136107,54.071428571428555,0.6997652994934767,71.42857142857143,7,125,139.6352391053204,875
gene-LOC111136735,-3.4272727272727277,0.2909617589256469,72.72727272727273,11,36.54545454545455,21.073033176852526,402
gene-LOC111136599,-0.6785714285714296,0.009086790173177615,85.71428571428571,7,18.142857142857142,15.377782365353935,127
gene-LOC111133996,23.499999999999996,0.9538820278089645,100,4,55.75,31.063107807601394,223
gene-LOC111136454,160.29999999999998,0.5778538122229055,100,4,164.75,272.2381004439557,659
gene-LOC111132175,6.773809523809523,0.2230012363663915,87.5,8,37.625,35.1362145290094,301
gene-LOC111137120,-3.7340659340659337,0.32490211913411204,78.57142857142857,14,39.642857142857146,27.40467995646881,555
gene-LOC111134599,1.4918125352907963,0.0916946319965761,54.54545454545454,22,38.09090909090909,31.99093486317512,838
gene-LOC111134600,245,1,NA,2,141.5,173.24116139070415,283
gene-LOC111137800,-3.261904761904764,0.038955755775700915,87.5,8,51.25,40.481918362223325,410
gene-LOC111138072,-18.078787878787885,0.21970792634181627,80,10,86.9,116.77561579561224,869
gene-LOC111138073,-1.272727272727274,0.12863922452963547,41.66666666666667,12,21.333333333333332,12.79441165888333,256
gene-LOC111134123,-15.50000000000001,0.4701565557729941,100,3,30,22.60530911091463,90
gene-LOC111134451,-4.000000000000009,0.15789473684210545,100,3,17.333333333333332,10.066445913694333,52
gene-LOC111134197,-1.500000000000005,0.027327935222672146,100,3,15.666666666666666,9.0737717258774655,47
gene-LOC111134098,3.500000000000001,0.8546511627906976,100,3,4.333333333333333,3.7859388972001824,13
gene-LOC111133743,1.0000000000000002,0.75,100,3,0.6666666666666666,1.1547005383792515,2
gene-LOC111133490,-4.9,0.7757673667205169,100,4,15.25,7.182153808805081,61
gene-LOC111134303,-10.500000000000007,0.8867292225201073,100,3,20.666666666666668,11.150485789118488,62
gene-LOC111134115,-4.000000000000007,0.08318890814558073,100,3,12.666666666666666,13.868429375143148,38
gene-LOC111137097,-16.500000000000025,0.6823308270676697,100,3,53,19.974984355438178,159
gene-LOC111132983,38,0.9963201471941123,100,3,51.333333333333336,38.07011076071796,154
gene-LOC111132984,7.300000000000002,0.27002786926779837,100,4,19.75,18.136059844041835,79
gene-LOC111136756,-49.9,0.7698165123432936,100,4,71.75,73.42286201631387,287
gene-LOC111133685,-13.400000000000002,0.8305272895467158,100,4,20.5,18.98244803320513,82
gene-LOC111132078,-8.28571428571428,0.4737360935079569,85.71428571428571,7,38.42857142857143,26.005493925048114,269
gene-LOC111132077,-60.000000000000014,0.6575342465753424,100,3,70,73.9932429347437,210
gene-LOC111133677,25.299999999999994,0.6384810278099189,100,5,43.6,50.06296035993078,218
gene-LOC111134524,0.7189743589743592,0.02278546397931043,53.84615384615385,26,51.26923076923077,36.430270591701834,1333
gene-LOC111134062,0.49999999999999994,0.13297872340425534,100,5,1.2,2.16794833886788,6
gene-LOC111099082,-304.29999999999995,0.6531887735757556,100,4,534.25,486.0791259318452,2137
gene-LOC111099083,92.6,0.3290138899547234,100,4,217,208.41465079659505,868
gene-LOC111099086,-1.5000000000000002,0.7499999999999998,100,3,1,1.7320508075688772,3
gene-LOC111099084,0.3999999999999999,0.29999999999999993,88.88888888888889,9,0.6666666666666666,2,6
gene-LOC111099085,-0,NA,100,4,0,0,0
gene-LOC111138160,0,NA,100,8,0,0,0
gene-LOC111138161,0,NA,100,6,0,0,0
gene-LOC111133731,2.216666666666666,0.15668772882957357,77.77777777777779,9,16.22222222222222,15.336050483890709,146
gene-LOC111132920,-7.3,0.1697566258919472,100,5,42.4,28.014282071829005,212
gene-LOC111135475,25.500000000000014,0.3861617217378911,100,5,134.8,64.88220094910467,674
gene-LOC111135060,0.13300492610837442,0.0052794758665751645,39.285714285714285,28,19.071428571428573,15.057737205020207,534
gene-LOC111137151,7.5,0.5173841059602649,100,5,31.4,16.486357996840905,157
gene-LOC111137166,4.273809523809526,0.05203169516316504,87.5,8,45.375,45.89409392441316,363
gene-LOC111134033,-0.8000000000000006,0.003222557905337379,100,4,34.5,18.193405398660254,138
gene-LOC111133503,2.8571428571428563,0.1769493924737525,100,6,31.333333333333332,12.706953477000955,188
gene-LOC111137023,-14.000000000000002,0.6794241448834497,100,7,44.285714285714285,36.69111738879173,310
gene-LOC111137631,-2.3681318681318664,0.011545560340766209,61.53846153846154,13,75.53846153846153,85.83085632472682,982
gene-LOC111137630,1.1018062397372748,0.34538066658075134,39.285714285714285,28,14.285714285714286,15.42210328850348,400
gene-LOC111137632,-21.89999999999999,0.3409711360727999,100,5,135,59.3000843169721,675
gene-LOC111133014,8.899999999999999,0.7538066235249334,100,5,27.8,16.208022704821214,139
gene-LOC111136660,-0.4833333333333333,0.012650421179302032,88.88888888888889,9,7.333333333333333,11.76860229593982,66
gene-LOC111133512,0.3363636363636362,0.38892045454545454,63.63636363636363,11,1,1.7888543819998317,11
gene-LOC111133514,-0.9999999999999997,1,NA,2,0.5,0.7071067811865476,1
gene-LOC111133513,0.8,0.1882352941176471,100,4,2.5,2.3804761428476167,10
gene-LOC111138212,-9.800000000000002,0.5000000000000004,100,5,9.8,21.913466179497938,49
gene-LOC111137188,47.5,0.781520609629373,100,3,85,53.73081052803875,255
gene-LOC111137195,19.6,0.487215909090909,100,5,50.8,44.39819816163715,254
gene-LOC111134125,-0.65,0.06930557725355417,53.333333333333336,15,7.066666666666666,11.041911497734871,106
gene-LOC111134621,-1.2680341880341874,0.15008408536673531,46.15384615384615,26,41.57692307692308,25.034652906598208,1081
gene-LOC111133755,7.499999999999999,0.07058424936003618,100,5,30.4,44.63518791267715,152
gene-LOC111136617,18.500000000000007,0.3734994543470355,100,3,60.666666666666664,30.2709982216202,182
gene-LOC111137210,-2.6000000000000005,0.022915254237288147,100,4,31.5,22.173557826083453,126
gene-LOC111137448,0.47058823529411764,0.09376602446707201,56.25,16,10.25,7.316647684105975,164
gene-LOC111137988,23.392857142857128,0.33924888821412075,100,7,52.285714285714285,86.76157806639658,366
gene-LOC111137231,-5.499999999999999,0.09867884521285274,100,4,20.25,22.60346581094737,81
gene-LOC111134415,-1,0.01968503937007874,100,4,18,9.201449161228174,72
gene-LOC111138043,19.749999999999993,0.312660006052625,100,7,44.57142857142857,76.30171938398493,312
gene-LOC111137246,0.13095238095238154,0.018062397372742227,75,8,6.375,2.38671920665766,51
gene-LOC111133919,10,0.949367088607595,100,3,46.333333333333336,10.263202878893768,139
gene-LOC111133918,20.357142857142847,0.37016023187137687,100,7,36.285714285714285,72.2811969226536,254
gene-LOC111137304,-5.900000000000001,0.7115699100572364,100,5,25.6,11.058933040759403,128
gene-LOC111099098,-32.8,0.5804056970220113,100,4,41,55.58177159225256,164
gene-LOC111099097,-0.0266798418972331,1.6844087979282416e-4,60.86956521739131,23,18.130434782608695,13.942428208451572,417
gene-LOC111133563,2.3538461538461535,0.125451787745586,76,25,34.12,48.91090539610432,853
gene-LOC111133564,14.03571428571428,0.07310378580191734,100,7,92.85714285714286,112.14191689020446,650
gene-LOC111138028,-0.7623376623376621,0.017015405776079632,47.61904761904761,21,54.523809523809526,36.2624034609112,1145
gene-LOC111138027,8.50735294117647,0.33728363527755895,62.5,16,54.5625,69.74139731895254,873
gene-LOC111137473,-0.08571428571429043,1.3145242760987023e-5,100,6,62.833333333333336,44.22857296665433,377
gene-LOC111132973,-1.1932702685996695e-14,1.1832913578315209e-30,100,3,41.666666666666664,4.618802153517006,125
gene-LOC111137701,0.14935064935064876,3.5063677582790147e-4,71.42857142857143,21,48.523809523809526,49.48900791854596,1019
gene-LOC111135631,18.400000000000006,0.0643944004869142,100,4,85,93.6091163651632,340
gene-LOC111135633,-15.3986013986014,0.18744144634104495,83.33333333333334,12,71.16666666666667,128.23900508130288,854
gene-LOC111135630,-3.266176470588235,0.08219763878713833,75,16,39.1875,54.238017109772734,627
gene-LOC111135707,-26.342857142857145,0.45052520748610564,100,6,60.333333333333336,73.42388348941145,362
gene-LOC111133769,-1.4125874125874132,0.09186820906073964,58.333333333333336,12,39,16.80367925079613,468
gene-LOC111132496,8.142857142857146,0.27996553209823355,85.71428571428571,7,37.714285714285715,33.245121374994184,264
gene-LOC111132495,0.23735810113519118,0.010787109628300814,44.44444444444444,18,18.555555555555557,12.200396436289044,334
gene-LOC111137659,-1.479249011857708,0.275103018976508,43.47826086956522,23,21.391304347826086,19.128130475665184,492
gene-LOC111134300,0.7364532019704436,0.02844876114031797,50,28,44.035714285714285,35.91706717266479,1233
gene-LOC111136511,5.670329670329669,0.1478359798847655,84.61538461538461,13,46.92307692307692,57.4332388349893,610
gene-LOC111135902,3.6999999999999984,0.005078043858868255,100,5,105.6,82.09628493421611,528
gene-LOC111135901,-1.1714285714285717,0.06550317343173431,47.61904761904761,21,35.95238095238095,28.39978202464975,755
gene-LOC111136862,-11.700000000000001,0.43519313304721025,100,4,32.75,22.89650628371062,131
gene-LOC111138120,19.099999999999998,0.5366826038984921,100,4,41.25,33.658827470169946,165
gene-LOC111132879,-1.5000000000000049,0.024574385582657857,92.3076923076923,13,25.153846153846153,37.26447404218964,327
gene-LOC111134725,-1.6550671550671554,0.14625501080433956,55.55555555555556,27,33.592592592592595,34.35029868782832,907
gene-LOC111137768,0.507739938080495,0.031474303474919266,38.88888888888889,18,28.555555555555557,15.278674958802286,514
gene-LOC111099152,0.35882352941176476,0.01237322515212982,68.75,16,23.5,15.35795125225584,376
gene-LOC111099153,0.07142857142857185,0.0012135922330097193,85.71428571428571,7,5.428571428571429,4.429339411136566,38
gene-LOC111133533,5.939560439560438,0.47980963001772137,61.53846153846154,13,43.15384615384615,33.3937273397419,561
gene-LOC111133024,6.942857142857145,0.4117256045833285,100,6,13.833333333333334,20.242694155340754,83
gene-LOC111137937,0.43571428571428567,0.006718546872743028,93.33333333333333,15,9,23.77273348066766,135
gene-LOC111137938,-8.321428571428578,0.27971332591401854,100,7,17.428571428571427,33.98949417519646,122
gene-LOC111135577,16.357142857142854,0.3797430772795735,75,8,32,65.0186786349013,256
gene-LOC111135576,0.6272727272727271,0.0130506509969422,71.42857142857143,21,32.42857142857143,34.069886158558596,681
gene-LOC111137353,-2.0000000000000093,0.007088009450679293,100,3,22.666666666666668,23.75570107012911,68
gene-LOC111137336,9.88571428571429,0.24831505731709005,100,6,31.666666666666668,37.11423805854926,190
gene-LOC111137364,28.999999999999996,1,NA,2,16.5,20.506096654409877,33
gene-LOC111134822,2.47205882352941,0.03919096678603632,93.75,16,31.1875,59.45106531145314,499
gene-LOC111134823,7.0279720279720275,0.15918426335969457,58.333333333333336,12,46.666666666666664,63.511392440230516,560
gene-LOC111134824,25.249999999999986,0.4630117825780873,85.71428571428571,7,60.42857142857143,80.1620382784294,423
gene-LOC111134821,0.9686956521739127,0.0711012226470442,50,24,26.333333333333332,25.688208539542313,632
gene-LOC111099056,0.25000000000000006,0.017729610490908224,60.86956521739131,23,13.608695652173912,12.73413140998625,313
gene-LOC111099057,33.3,0.6135446925056022,100,4,42.25,54.8839685154053,169
gene-LOC111137479,-0.7,0.14411764705882366,100,5,8,2.9154759474226504,40
gene-LOC111137039,-12.000000000000005,0.3138371213805991,100,7,25.285714285714285,46.273513971148716,177
gene-LOC111133019,-10.000000000000009,0.6756756756756754,100,3,16,12.165525060596439,48
gene-LOC111133018,2.0000000000000004,0.75,100,3,1.3333333333333333,2.309401076758503,4
gene-LOC111134236,-0.04999999999999999,0.18750000000000008,93.33333333333333,15,0.13333333333333333,0.5163977794943222,2
gene-LOC111137637,17.999999999999996,1,NA,2,28,12.727922061357855,56
gene-LOC111135856,0.05944055944055816,1.6324987379673692e-4,58.333333333333336,12,35.583333333333336,16.77367164952446,427
gene-LOC111137428,82.00000000000003,0.6730057051346212,100,3,86,99.95498987044118,258
gene-LOC111137844,107,1,NA,2,58.5,75.66042558696059,117
gene-LOC111133505,-21.999999999999993,1,NA,2,37,15.556349186104045,74
gene-LOC111138438,-9,1,NA,2,38.5,6.363961030678928,77
gene-LOC111137362,30.999999999999996,1,NA,2,32.5,21.920310216782973,65
gene-LOC111132191,-25.000000000000007,0.4807692307692306,100,3,34,36.05551275463989,102
gene-LOC111137453,245.99999999999997,1,NA,2,147,173.9482681718907,294
gene-LOC111137465,217.99999999999997,1,NA,2,160,154.14927829866735,320
gene-LOC111134447,-17.000000000000032,0.049520219328307157,100,3,67,76.39371701913711,201
gene-LOC111137476,10.000000000000018,1,NA,2,77,7.0710678118654755,154
gene-LOC111137488,1.2560739669470197e-15,NA,NA,2,6,0,12
gene-LOC111133740,1.5000000000000004,0.1636363636363637,100,4,25.25,4.7871355387816905,101
gene-LOC111137493,3.3,0.10416068866571007,100,4,27.75,13.200378782444085,111
gene-LOC111132905,3.511764705882353,0.5092511988855053,56.25,16,28.125,23.428970670233607,450
gene-LOC111137502,-0.10147058823529395,3.3296139473129393e-4,50,16,44.5625,26.475066886915823,713
gene-LOC111132902,-16.49999999999999,0.5451452739977934,85.71428571428571,7,52.714285714285715,48.275992258797004,369
gene-LOC111132908,-3.5000000000000098,0.04972936400541258,100,3,53.666666666666664,15.695009822658072,161
gene-LOC111132894,-0.13636363636363608,0.002486187845303866,63.63636363636363,11,18.545454545454547,9.070431482169262,204
gene-LOC111132900,3.8818181818181805,0.14865796983285764,81.81818181818183,11,30,33.391615714128,330
gene-LOC111132903,36.100000000000016,0.27813799226546704,100,5,143.2,108.22984800876328,716
gene-LOC111132906,3.4484848484848505,0.2089879517294578,70,10,25.5,22.83880712977609,255
gene-LOC111137527,-0.04761904761904978,5.25089429293574e-6,75,8,63.25,50.902567995843086,506
gene-LOC111132893,-2.7362637362637376,0.26525967219567287,61.53846153846154,13,32.38461538461539,20.690329711963113,421
gene-LOC111132897,16.22077922077922,0.3307935473416366,52.38095238095239,21,121.42857142857143,174.99416316796723,2550
gene-LOC111132895,21.83333333333333,0.07657414050982196,66.66666666666666,9,243.33333333333334,216.0775323813191,2190
gene-Trnar-ucg-2,NA,0,NA,1,7,NA,7
gene-LOC111132896,23.999999999999986,1,NA,2,209,16.97056274847714,418
gene-LOC111132899,19.7,0.05814474384040872,100,4,105.75,105.47156014774788,423
gene-LOC111137546,99.50000000000004,0.8704026609618147,100,3,103.33333333333333,106.65051961117365,310
gene-LOC111132901,1.9142857142857117,0.05738574624480657,83.33333333333334,6,25.5,14.949916387726054,153
gene-LOC111132892,-0.4483342744212314,0.00570489922957854,72.72727272727273,22,28.818181818181817,38.54451522174917,634
gene-LOC111137545,4.2285714285714295,0.1682938073042054,83.33333333333334,6,37.666666666666664,19.28384470655856,226
gene-LOC111135362,1.3090909090909095,0.048623552033015986,72.72727272727273,11,34.90909090909091,19.689868183685462,384
gene-LOC111133336,4.999999999999997,0.21428571428571427,75,8,31,26.457513110645905,248
gene-LOC111137179,-1.2499999999999984,0.022108720762344786,71.42857142857143,7,24.857142857142858,18.160658683250556,174
gene-LOC111137180,-21.500000000000007,0.9955132806891601,100,3,25.666666666666668,21.548395145191982,77
gene-LOC111134051,21.500000000000007,0.5985110056107037,100,3,61.333333333333336,27.79088579612628,184
gene-LOC111137557,-7.142857142857147,0.38467456531774136,85.71428571428571,7,28.571428571428573,24.87875360528298,200
gene-LOC111137563,-2.0000000000000044,0.014067995310668172,100,3,48.333333333333336,16.862186493255653,145
gene-LOC111133092,4.981818181818182,0.09203535483554606,72.72727272727273,11,49.09090909090909,54.46366595346763,540
gene-LOC111137578,-4.571428571428571,0.2936200716845883,100,7,9.142857142857142,18.224786888818677,64
gene-LOC111137584,-23.500000000000018,0.9008972267536703,100,3,19,24.758836806279895,57
gene-LOC111133098,-5.97142857142857,0.19767096321660474,100,6,18.166666666666668,25.127010698980225,109
gene-LOC111133091,0.6271454381210477,0.03594488766733406,22.22222222222222,81,43.876543209876544,77.82309790737732,3554
gene-LOC111133106,-1.5821428571428564,0.04446251400151524,53.333333333333336,15,32.6,33.55549773988502,489
gene-LOC111133104,-27.60000000000001,0.31887212631649475,100,5,70.4,77.28065734710077,352
gene-LOC111133101,-0.2142857142857137,0.0023834745762711814,85.71428571428571,7,6.285714285714286,9.481812163545632,44
gene-LOC111133094,0.5166666666666667,0.1736746987951807,55.55555555555556,9,3.4444444444444446,3.395258131243894,31
gene-LOC111133102,0,NA,100,9,0,0,0
gene-LOC111133116,14.000000000000005,0.4847485572959606,100,3,20.666666666666668,20.108041509140897,62
gene-LOC111133117,20.500000000000004,0.9050610193826275,100,3,17.666666666666668,21.548395145191982,53
gene-LOC111133108,-139.99999999999997,1,NA,2,76,98.99494936611666,152
gene-LOC111133118,-0.5000000000000007,0.10714285714285729,100,3,1.3333333333333333,1.5275252316519468,4
gene-LOC111133093,-0.5367255932473322,0.05389476428705332,31.868131868131865,91,34.83516483516483,61.06649631276525,3170
gene-LOC111133095,-0.4148757491315806,0.029810308925905183,36.76470588235294,68,27.514705882352942,47.514174679084896,1871
gene-LOC111133103,-15.000000000000002,0.6212037548315847,100,4,15.5,24.569628948493843,62
gene-LOC111133096,-4.392857142857143,0.36028291103067295,100,7,7.571428571428571,15.809882382623249,53
gene-LOC111133097,-4.569696969696968,0.6959023095717229,70,10,15.8,16.585133905599516,158
gene-LOC111133114,0.4999999999999986,0.024193548387096715,100,3,2.3333333333333335,3.2145502536643185,7
gene-LOC111133105,0,NA,100,6,0,0,0
gene-LOC111133115,-38.50000000000003,0.5089561634428289,100,3,48.666666666666664,53.96603870336726,146
gene-LOC111133109,-12.699999999999998,0.7158263802591871,80,5,33.4,23.733941939762133,167
