id,feature,fc,pval,qval,chr,strand,start,end,t_name,num_exons,length,gene_id,gene_name,cov.S12M,FPKM.S12M,cov.S13M,FPKM.S13M,cov.S16F,FPKM.S16F,cov.S19F,FPKM.S19F,cov.S22F,FPKM.S22F,cov.S23M,FPKM.S23M,cov.S29F,FPKM.S29F,cov.S31M,FPKM.S31M,cov.S35F,FPKM.S35F,cov.S36F,FPKM.S36F,cov.S39F,FPKM.S39F,cov.S3F,FPKM.S3F,cov.S41F,FPKM.S41F,cov.S44F,FPKM.S44F,cov.S48M,FPKM.S48M,cov.S50F,FPKM.S50F,cov.S52F,FPKM.S52F,cov.S53F,FPKM.S53F,cov.S54F,FPKM.S54F,cov.S59M,FPKM.S59M,cov.S64M,FPKM.S64M,cov.S6M,FPKM.S6M,cov.S76F,FPKM.S76F,cov.S77F,FPKM.S77F,cov.S7M,FPKM.S7M,cov.S9M,FPKM.S9M
38025,transcript,4.92055,0.0006857438,0.0154559,NC_035784.1,-,74075692,74080482,rna-XM_022485736.1,5,1908,gene-LOC111135563,LOC111135563,2.702029,2.391231,5.742586,6.986408,5.765618,1.748952,3.530131,1.018828,2.09494,0.525467,7.918569,6.791281,4.051041,1.657594,6.831237,10.31084,0.848239,0.304772,1.38814,0.487847,2.278523,0.655157,2.253442,0.724598,3.246732,1.165035,3.414698,1.080862,3.585031,1.923783,2.152188,0.747511,0.835829,0.321142,1.816133,0.588161,3.620271,1.308649,26.47919,14.61705,3.365609,2.418589,9.059422,6.98814,2.36768,0.639158,2.649875,0.632938,2.997133,2.982612,3.028694,2.589488
38029,transcript,14.68685,0.0002436048,0.006998083,NC_035784.1,-,74075692,74088775,rna-XM_022485731.1,7,1826,gene-LOC111135563,LOC111135563,0,0,0,0,0,0,0,0,0,0,3.773487,3.236293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675693,0.362587,0,0,3.152074,1.21109,0,0,0,0,13.7962,7.615784,29.47427,21.18075,0,0,0,0,0,0,5.153342,5.128374,0,0
38033,transcript,2.416327,0.002860421,0.04427029,NC_035784.1,-,74075692,74090403,rna-XM_022485729.1,9,1854,gene-LOC111135563,LOC111135563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.175429,0.835844,0,0,0,0,5.953257,3.286319,0.059512,0.042766,0,0,0,0,0,0,0,0,0,0
38034,transcript,113.2105,4.839418e-07,4.712608e-05,NC_035784.1,-,74075692,74090409,rna-XM_022485735.1,8,1815,gene-LOC111135563,LOC111135563,0,0,0,0,0,0,0,0,0,0,2.84853,2.443013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.51928,42.24019,100.8846,72.49753,2.02257,1.560144,0,0,0,0,8.888303,8.84524,0.190437,0.162821
38035,transcript,3.556843,2.843714e-06,0.0002035602,NC_035784.1,-,74075692,74090410,rna-XM_022485732.1,9,1840,gene-LOC111135563,LOC111135563,0,0,0,0,0,0,0,0,0,0,0.435025,0.373095,0.112154,0.045891,0,0,0,0,0,0,0,0,0,0,0.148913,0.053435,0,0,1.637319,0.878611,0,0,0.040734,0.015651,0.205518,0.066558,0.094361,0.034109,6.040814,3.334652,1.031546,0.741288,0,0,0,0,0,0,0.029871,0.029726,0.581613,0.49727
38051,transcript,0.2616672,0.00111613,0.02224042,NC_035784.1,+,74150791,74158251,rna-XM_022485296.1,4,1844,gene-LOC111135332,LOC111135332,17.68276,15.64881,12.02987,14.6355,7.323075,2.221394,4.134596,1.193282,8.448832,2.119195,15.68989,13.45628,31.25868,12.79034,9.606802,14.50019,10.21855,3.671515,5.518844,1.93954,3.711497,1.067189,4.562525,1.467088,10.28472,3.690498,10.94743,3.465216,26.92089,14.44616,9.420825,3.272097,50.11497,19.25518,5.363371,1.736948,4.099117,1.481741,3.873848,2.138443,4.601678,3.306851,18.55145,14.30998,4.478308,1.208924,3.419408,0.816746,14.38849,14.31878,17.04249,14.57107
38052,transcript,7.925104,0.002996581,0.04567914,NC_035784.1,+,74180519,74192654,rna-XM_022480631.1,11,2508,gene-LOC111132800,LOC111132800,0.270389,0.239288,0,0,12.73748,3.863809,53.35965,15.40009,34.98123,8.774236,6.859984,5.883396,18.04227,7.382487,0,0,34.12996,12.26286,43.48106,15.28096,49.95295,14.36327,52.25711,16.80336,34.27392,12.29862,34.83343,11.02591,0.919511,0.493424,44.80702,15.56264,9.422447,3.620294,43.68809,14.14855,41.72875,15.08403,79.66699,43.9778,31.61524,22.71929,7.956289,6.137219,59.84269,16.15459,73.82337,17.63315,9.199222,9.154652,0.964293,0.824456
38064,transcript,6.60554,3.990458e-05,0.001672214,NC_035784.1,+,74264304,74274412,rna-XM_022488352.1,17,2181,gene-LOC111137096,LOC111137096,9.021586,7.983887,7.502348,9.127328,5.303989,1.608921,18.0031,5.19586,20.64384,5.178033,6.667524,5.718335,7.281426,2.979394,4.995753,7.540422,21.84228,7.847911,22.87867,8.040469,32.08874,9.226665,12.20269,3.923795,12.30971,4.417132,10.874,3.441972,14.08944,7.560612,16.63018,5.776092,17.91226,6.88225,14.65357,4.745613,18.64966,6.741445,73.87088,40.77822,19.89005,14.29335,4.42773,3.415405,20.77769,5.608959,11.21402,2.678536,5.142634,5.117718,8.859272,7.574546
38065,transcript,184.9494,1.29423e-06,0.0001059618,NC_035784.1,+,74264327,74274412,rna-XM_022488353.1,17,2162,gene-LOC111137096,LOC111137096,1.860282,1.646305,0,0,0,0,10.59423,3.057594,10.2795,2.578375,11.60289,9.951103,3.09029,1.264477,0,0,3.561981,1.279817,7.175817,2.521865,7.20419,2.071463,9.011073,2.897526,2.176929,0.781154,0.056427,0.017861,2.596178,1.393149,4.598557,1.597198,3.68958,1.417611,5.36659,1.73799,4.042133,1.461143,419.0731,231.3369,111.1565,79.8791,9.415865,7.263088,4.499011,1.214512,28.38771,6.780571,10.16,10.11077,0,0
38103,transcript,0.1948271,4.337384e-07,4.324049e-05,NC_035784.1,+,74977302,75006295,rna-XM_022490299.1,45,8076,gene-LOC111138369,LOC111138369,15.86392,14.03918,10.48576,12.75693,28.3963,8.613779,45.8897,13.24419,76.51872,19.19296,12.29147,10.54165,49.80322,20.37835,6.905808,10.42339,44.83011,16.10742,64.9152,22.81376,44.37661,12.75987,31.80294,10.22629,50.02582,17.95092,77.58728,24.55888,27.22473,14.60921,76.19834,26.46566,64.41426,24.74926,56.29839,18.23244,55.94617,20.22332,6.839031,3.775284,7.341097,5.275448,14.6434,11.29543,54.66586,14.7571,68.75453,16.42243,11.49552,11.43983,15.63938,13.37144
38106,transcript,2.710604,1.089123e-05,0.0006192306,NC_035784.1,+,75109046,75110513,rna-XM_022487073.1,2,937,gene-LOC111136312,LOC111136312,12.84111,11.36408,16.57631,20.16667,0.724653,0.219817,0.427134,0.123275,0,0,10.87186,9.324139,1.545357,0.632325,5.877723,8.871638,0.655283,0.235443,0.1948,0.06846,0,0,0,0,0.558164,0.200288,0.600854,0.19019,22.47702,12.06151,0,0,1.31761,0.506252,0,0,1.266181,0.457697,4.657438,2.571,8.515475,6.119377,13.63051,10.51413,0,0,0,0,11.07898,11.0253,16.381,14.00552
38112,transcript,0.503397,0.001796554,0.03165743,NC_035784.1,-,75180936,75186159,rna-XM_022485579.1,7,1403,gene-LOC111135474,LOC111135474,6.619042,5.857693,6.919431,8.418153,18.28581,5.546848,14.53813,4.195838,29.53671,7.408603,10.17656,8.727828,15.81183,6.469844,5.531311,8.348776,20.92587,7.518648,25.19244,8.85362,17.27085,4.965988,24.65075,7.926491,18.71347,6.715013,20.01711,6.336061,17.67495,9.484651,21.0613,7.315134,25.46116,9.78269,30.23521,9.791786,17.02495,6.154147,7.230221,3.991229,5.815396,4.179051,11.3179,8.730253,19.09693,5.155236,27.54597,6.579518,4.776291,4.75315,7.936402,6.785506
38113,transcript,0.09341533,0.000103865,0.003573298,NC_035784.1,+,75186155,75195274,rna-XM_022485578.1,14,2998,gene-LOC111135473,LOC111135473,8.333753,7.375171,5.55639,6.759883,44.02668,13.35513,422.2247,121.8579,413.8369,103.8014,9.781891,8.38934,120.9304,49.482,5.605448,8.460676,357.8497,128.5751,317.2056,111.4786,527.8638,151.7798,304.9176,98.0468,176.5352,63.3467,96.79552,30.63891,14.40674,7.730877,198.6711,69.00364,168.8807,64.88738,244.031,79.03036,245.0233,88.57059,6.683821,3.689605,7.683194,5.521285,7.459941,5.754353,360.05,97.19587,462.2096,110.4015,6.795159,6.762237,7.382111,6.311595
38116,transcript,45.85648,6.84303e-08,9.203383e-06,NC_035784.1,+,75208116,75211313,rna-XM_022488960.1,4,1862,gene-LOC111137490,LOC111137490,0,0,0,0,0,0,0,0,1.492728,0.374416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.90328,24.78752,25.67435,18.45006,0,0,0,0,0,0,4.57076,4.548615,0,0
38117,transcript,11.7997,8.202861e-05,0.002950417,NC_035784.1,+,75208990,75211313,rna-XM_022488959.1,4,1624,gene-LOC111137490,LOC111137490,7.677194,6.794133,10.18782,12.39447,0.554803,0.168295,0.312064,0.090065,2.209946,0.554314,6.579346,5.64271,0,0,0,0,0.55234,0.198455,0.52617,0.184917,0.219381,0.06308,0,0,1.158149,0.415582,1.182574,0.374323,21.84349,11.72155,0,0,1.530907,0.588205,0.379926,0.12304,0.911582,0.329517,25.29423,13.96293,12.7689,9.175969,5.91855,4.565375,0,0,1.495296,0.35716,15.89963,15.82259,7.059638,6.035885
3812,transcript,0.1750446,0.000197034,0.005947159,NC_035780.1,+,36007151,36043856,rna-XM_022473549.1,29,6650,gene-LOC111128041,LOC111128041,0,0,0,0,6.257054,1.898025,52.29097,15.09165,50.46354,12.65762,0,0,11.1284,4.55349,0,0,20.21739,7.26409,12.26467,4.310288,16.13853,4.640405,10.04617,3.230365,30.68009,11.00903,28.81858,9.122013,0,0,31.00944,10.77038,7.510754,2.885783,19.88578,6.440083,23.46129,8.480743,0,0,0.044303,0.031837,0,0,17.70199,4.778669,26.95565,6.438517,0,0,0,0
38142,transcript,0.2158806,0.0004549571,0.01139969,NC_035784.1,-,75527264,75530767,rna-XM_022487798.1,2,2329,gene-LOC111136721,LOC111136721,10.24239,9.064269,7.395466,8.997296,43.49506,13.19386,158.7209,45.80831,140.7583,35.30597,15.42501,13.2291,55.28811,22.62264,6.469512,9.764865,87.89438,31.58037,74.71147,26.25656,167.6599,48.20825,123.0009,39.55114,58.19536,20.88242,37.41735,11.8438,24.76287,13.28814,54.16445,18.81272,86.56934,33.26168,53.67024,17.38131,63.25505,22.86532,8.587807,4.740644,7.261486,5.218238,20.61198,15.89941,108.6114,29.31976,137.8218,32.91956,10.49592,10.44507,17.58847,15.03788
38152,transcript,1.935803,0.002465895,0.03991874,NC_035784.1,-,75617028,75633894,rna-XM_022488032.1,4,508,gene-LOC111136883,LOC111136883,14.79053,13.08927,7.474118,9.092983,0.70307,0.21327,0.71493,0.206335,0.528056,0.132451,11.4561,9.82521,2.152952,0.880939,5.573668,8.412708,0,0,0.945143,0.332161,0,0,0,0,4.571737,1.640491,0.615923,0.19496,18.81728,10.09764,0,0,1.324326,0.508833,0,0,1.188354,0.429564,5.110408,2.821049,4.687283,3.368368,11.4104,8.801605,0.758272,0.204696,0.450949,0.107712,11.72025,11.66347,14.61803,12.4982
38161,transcript,2.273218,1.467892e-06,0.0001178235,NC_035784.1,+,75706421,75714085,rna-XR_002639856.1,9,2148,gene-LOC111137281,LOC111137281,5.920878,5.239835,4.453656,5.418301,0,0,0,0,0.193203,0.048461,10.00027,8.576631,0.662982,0.271277,5.09663,7.692683,0.347324,0.124793,0.202048,0.071008,0,0,0.352333,0.113293,0.723348,0.259561,0.287737,0.091078,11.01989,5.91344,0.996404,0.346077,0.846065,0.325075,0.737211,0.238749,0.544304,0.196754,4.108114,2.267762,3.837009,2.757345,8.473701,6.536334,1.430377,0.386132,0,0,6.213341,6.183238,8.724688,7.459478
38165,transcript,0.3392778,6.95455e-08,9.242743e-06,NC_035784.1,+,75759507,75776246,rna-XM_022485284.1,21,2884,gene-LOC111135325,LOC111135325,12.7635,11.29539,5.942179,7.229232,156.0449,47.33491,258.2563,74.53513,254.2332,63.76853,11.60591,9.953695,112.4211,46.00018,6.961807,10.50792,176.4695,63.40535,212.6221,74.7238,224.7866,64.63421,212.6935,68.39196,165.6384,59.43653,140.9499,44.6152,18.76636,10.07032,183.7807,63.83179,141.2658,54.27717,205.143,66.43631,160.5779,58.04539,28.66337,15.82276,21.3223,15.3226,11.67798,9.008006,198.9599,53.70942,263.1382,62.85212,11.0452,10.99169,9.954231,8.510719
38181,transcript,0.1995749,0.001026678,0.02088823,NC_035784.1,-,75925609,75934577,rna-XM_022489064.1,11,2325,gene-LOC111137567,LOC111137567,0.578402,0.511872,1.258836,1.531495,5.754272,1.74551,7.441943,2.147813,6.728172,1.687607,0.375054,0.321661,8.529154,3.489936,0.622236,0.939182,5.305594,1.906295,5.75191,2.021448,4.729487,1.359897,5.218023,1.677864,8.735655,3.134643,9.087669,2.876541,1.646639,0.883612,9.600534,3.334515,19.70431,7.570792,0.075931,0.024591,11.77601,4.256769,0,0,0.707459,0.508393,1.688877,1.302744,0.056452,0.015239,11.11806,2.655615,0.448264,0.446092,0.140806,0.120387
3820,transcript,0.3857503,0.0008739986,0.01853194,NC_035780.1,+,36111491,36120975,rna-XM_022469378.1,9,2280,gene-LOC111125484,LOC111125484,6.340833,5.611485,5.446826,6.626588,2.341937,0.710407,0.511142,0.14752,1.875328,0.470383,8.560626,7.341935,0,0,4.618838,6.971519,0,0,0,0,0,0,0,0,1.559653,0.559655,1.489701,0.471539,12.89359,6.918901,0.865621,0.300653,3.555458,1.366079,1.436794,0.465311,2.081142,0.752287,0.052619,0.029047,0.003947,0.002836,5.254072,4.052818,0.002632,0.000711,0,0,6.67553,6.643187,6.913094,5.910592
3822,transcript,4.344419,0.002284289,0.03769623,NC_035780.1,+,36111491,36120975,rna-XM_022469397.1,8,2235,gene-LOC111125484,LOC111125484,0,0,0,0,1.595173,0.483882,8.933985,2.57843,10.75376,2.697334,0,0,5.282367,2.161425,0,0,8.878452,3.19002,7.350183,2.583145,13.16487,3.785371,8.728709,2.806732,7.245561,2.599947,5.065084,1.603263,0,0,3.836018,1.332349,14.6191,5.616953,4.14066,1.340968,6.0215,2.176641,22.72454,12.54441,6.6557,4.782909,0,0,7.967596,2.15086,20.83805,4.977291,0,0,0,0
38233,transcript,0.2135562,0.0001277734,0.004190242,NC_035784.1,+,76614580,76617042,rna-XM_022484593.1,2,2341,gene-LOC111134968,LOC111134968,16.13898,14.28261,11.29097,13.73655,35.80137,10.86005,29.54891,8.528087,14.32721,3.593651,19.07497,16.35945,26.42375,10.812,9.981827,15.06624,30.06749,10.80322,11.5613,4.063097,14.75011,4.241185,15.73857,5.060766,31.27638,11.223,18.64588,5.902024,27.5595,14.78885,19.15592,6.653347,96.19991,36.96195,14.88979,4.822114,21.76762,7.868521,5.794533,3.1987,7.067492,5.07883,20.0433,15.46074,15.02841,4.056933,9.912003,2.36754,13.91409,13.84668,15.51976,13.26917
38234,transcript,0.2927395,1.311297e-05,0.0007205312,NC_035784.1,+,76640966,76668530,rna-XM_022480436.1,21,8090,gene-LOC111132609,LOC111132609,14.53938,12.867,11.55566,14.05858,61.36182,18.61359,95.21418,27.47969,55.3814,13.89115,16.22574,13.91584,43.34504,17.73581,8.105414,12.23404,75.94975,27.28868,69.15963,24.30542,75.22465,21.62979,80.76916,25.97146,65.08018,23.35292,42.80723,13.54987,24.09816,12.93144,57.51611,19.97684,88.32172,33.93499,37.22611,12.05582,56.14562,20.29542,11.89607,6.566873,10.27589,7.384441,17.87846,13.79086,93.1838,25.15506,81.90639,19.56382,12.23131,12.17205,15.51644,13.26633
38276,transcript,0.3554129,0.0001083577,0.003688779,NC_035784.1,-,77073165,77088756,rna-XM_022486845.1,26,3465,gene-LOC111136185,LOC111136185,9.966682,8.820274,7.887887,9.596373,70.657,21.43321,82.84228,23.90904,154.9455,38.86451,12.38527,10.6221,57.78731,23.64526,6.49515,9.803562,71.8391,25.81172,82.92638,29.14361,81.90028,23.54927,120.4491,38.73062,89.59033,32.14798,108.1986,34.24834,19.07791,10.2375,104.2537,36.21001,39.49826,15.17603,104.3356,33.78949,94.34489,34.10362,11.99192,6.619783,14.05743,10.10193,12.71247,9.805983,111.3521,30.05961,163.8573,39.13827,8.649576,8.607669,10.12656,8.658062
38374,transcript,0.2773986,0.0007025937,0.01572206,NC_035784.1,+,78202914,78249249,rna-XM_022483478.1,17,5552,gene-LOC111134460,LOC111134460,15.41507,13.64197,11.59977,14.11224,63.44461,19.24539,164.0591,47.34896,138.0264,34.62074,17.054,14.62619,50.61258,20.70952,9.360917,14.12905,121.2017,43.54767,103.6701,36.43377,212.7731,61.17989,109.5919,35.23948,80.96641,29.05343,66.19732,20.95359,25.91536,13.90658,93.14841,32.35286,59.08537,22.70179,74.29243,24.05988,99.86987,36.10078,9.113653,5.030921,13.53956,9.729775,16.96736,13.08806,171.8492,46.39087,202.8085,48.44201,14.75714,14.68564,16.15251,13.81016
38383,transcript,0.1768128,0.0001825268,0.005594356,NC_035784.1,+,78381852,78394547,rna-XM_022485056.1,11,3145,gene-LOC111135208,LOC111135208,0.523105,0.462935,0,0,14.3613,4.356379,12.60844,3.638911,14.9338,3.745799,0,0,13.67419,5.595169,1.841077,2.77886,10.79373,3.878176,12.55687,4.41298,12.04981,3.464754,15.03635,4.834966,9.660725,3.466588,11.34608,3.591401,0.382997,0.205522,16.38928,5.692423,12.37761,4.755727,26.25662,8.503304,16.31887,5.898916,0.547244,0.30209,0.019437,0.013968,0.616135,0.475266,8.253654,2.228082,14.4102,3.441961,0.030278,0.030131,3.995082,3.415736
38421,transcript,2.393908,6.295351e-06,0.0003935114,NC_035784.1,-,79059067,79086484,rna-XM_022484140.1,40,6353,gene-LOC111134780,LOC111134780,10.56797,9.352403,8.521496,10.36722,0.040926,0.012415,0.142891,0.04124,0.569255,0.142785,14.0242,12.02771,0.406057,0.166149,6.558592,9.899319,0.054264,0.019497,0.206966,0.072736,0.034247,0.009847,0,0,0.527043,0.18912,0.590012,0.186758,18.5624,9.960872,0.091665,0.031838,0.470118,0.180629,0.195609,0.063349,0.669298,0.241937,2.56863,1.417936,7.966034,5.724539,13.25857,10.22722,0.218337,0.05894,0.266057,0.063549,10.71617,10.66425,10.75037,9.19141
38446,transcript,8.505279,3.884112e-07,3.938105e-05,NC_035784.1,+,79358441,79383012,rna-XM_022483407.1,14,2279,gene-LOC111134419,LOC111134419,11.19871,9.910589,6.957891,8.464944,7.528965,2.283849,40.57505,11.71033,40.09514,10.05694,13.37939,11.4747,16.70382,6.834823,4.102413,6.192045,29.60651,10.63759,29.84962,10.49033,35.85084,10.3084,35.65641,11.46538,24.36089,8.741493,15.00227,4.748703,15.84104,8.500547,21.38975,7.429214,17.71921,6.808079,31.25204,10.12109,24.03464,8.688,126.8201,70.00725,29.03899,20.86795,11.71777,9.038702,45.22521,12.20859,51.64205,12.33501,10.4828,10.43201,10.72024,9.165643
38449,transcript,0.3800287,0.002193869,0.03664901,NC_035784.1,+,79445600,79467969,rna-XM_022486778.1,22,3916,gene-LOC111136141,LOC111136141,12.73915,11.27384,14.31241,17.41243,35.53041,10.77785,77.10407,22.25295,75.99181,19.0608,19.62292,16.8294,27.21131,11.13425,5.801867,8.757144,46.48378,16.70158,79.42841,27.91428,98.31426,28.26888,72.22003,23.22248,57.83248,20.75221,41.74463,13.21353,24.03697,12.8986,52.15368,18.11433,47.53281,18.26306,72.70103,23.5445,46.45557,16.79268,10.78811,5.955257,9.307049,6.688217,15.37638,11.86083,77.01852,20.79123,65.39914,15.62097,11.53939,11.48348,15.34826,13.12253
38450,transcript,2.511413,0.0003219729,0.008685577,NC_035784.1,-,79460383,79462746,rna-XM_022486781.1,2,1960,gene-LOC111136144,LOC111136144,8.28937,7.335894,10.20994,12.42138,0.998546,0.302901,0.111837,0.032277,0.21997,0.055174,10.07805,8.643342,0.247959,0.101459,3.327472,5.022375,0.4,0.14372,0,0,0.193027,0.055502,0.3605,0.115919,0.154244,0.055348,1.864909,0.590304,17.63741,9.464505,0.337245,0.117134,0.564796,0.217006,0,0,1.419002,0.512938,5.062735,2.794732,3.292233,2.365859,8.640674,6.665132,1.365776,0.368693,0.729321,0.174203,5.666684,5.639229,8.252172,7.055484
38494,transcript,3.401524,0.0007196447,0.01599976,NC_035784.1,-,79782790,79783246,rna-XM_022480452.1,1,456,gene-LOC111132624,LOC111132624,19.25,17.03579,22.57017,27.45879,9.383772,2.846489,1.464912,0.422787,0,0,21.76535,18.66683,0.631579,0.258428,9.660088,14.58061,0,0,0.451754,0.158764,0.596491,0.171513,0.826754,0.265844,4.076755,1.462875,1.508772,0.477575,35.55921,19.08162,0.296053,0.102827,1.868421,0.717885,0.535088,0.17329,3.331141,1.204135,9.199561,5.078344,13.27632,9.540606,32.46053,25.03898,1.52193,0.410847,1.276316,0.304856,24.70175,24.58207,30.97588,26.48391
38500,transcript,3.494885,0.0004354488,0.01098653,NC_035784.1,-,79848641,79849064,rna-XM_022480453.1,1,423,gene-LOC111132627,LOC111132627,10.44681,9.245174,10.76596,13.09782,4.037825,1.22484,0.49409,0.142599,0.843972,0.211691,8.004729,6.865175,1.550828,0.634564,7.468085,11.27208,1.921986,0.690568,1.349882,0.474402,0.79669,0.229077,1.352246,0.434817,0.973995,0.349502,4.047281,1.281095,15.53428,8.335933,1.113475,0.386739,5.082906,1.952955,3.874705,1.254838,0.910165,0.329005,18.71158,10.32917,4.522459,3.249922,14.61702,11.27509,1.049645,0.283353,0.349882,0.083571,5.947991,5.919173,8.586288,7.341148
3853,transcript,0.2912223,0.002548141,0.04092647,NC_035780.1,-,36286552,36290932,rna-XM_022489786.1,8,1473,gene-LOC111138026,LOC111138026,8.859453,7.840403,4.903963,5.966143,8.820096,2.675502,20.22743,5.837821,46.50373,11.66439,6.159438,5.28258,13.85744,5.670148,3.468973,5.235952,23.13035,8.310714,31.58588,11.10052,19.54583,5.620127,13.82519,4.445513,21.99355,7.892014,24.278,7.684773,11.33814,6.08422,30.18465,10.48391,20.85947,8.014629,55.06992,17.8346,22.61609,8.175224,2.772499,1.530476,3.421081,2.458452,5.524147,4.261145,21.58791,5.827679,57.96131,13.8444,5.227013,5.201688,5.365491,4.587415
38562,transcript,39.77105,1.334697e-10,5.906755e-08,NC_035784.1,-,80221832,80228572,rna-XM_022483030.1,8,4283,gene-LOC111134191,LOC111134191,15.10352,13.36625,11.45119,13.93148,0.189587,0.05751,1.992603,0.575084,3.373205,0.846091,13.09095,11.22732,2.177432,0.890956,9.873656,14.90297,0.564425,0.202797,1.355961,0.476538,2.029543,0.583566,1.071249,0.344462,1.073364,0.385159,4.710567,1.491047,11.44799,6.143167,1.745581,0.606286,1.523607,0.585401,4.859678,1.573825,1.339468,0.484188,143.7887,79.3743,29.38674,21.11785,15.46337,11.92794,0.809151,0.218431,0.993696,0.23735,11.52136,11.46554,10.27729,8.786927
38563,transcript,37.41792,6.716603e-09,1.353612e-06,NC_035784.1,-,80221832,80228572,rna-XM_022483031.1,8,4262,gene-LOC111134191,LOC111134191,0.748744,0.66262,0,0,0,0,0.215955,0.062327,0.086578,0.021716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250993,0.079447,0,0,0,0,0,0,0,0,0,0,49.7692,27.47361,15.08013,10.83686,2.736491,2.110839,0.1856,0.050103,0,0,0,0,0,0
38564,transcript,3.892964,5.444127e-06,0.0003502745,NC_035784.1,+,80229668,80231868,rna-XM_022487318.1,2,1370,gene-LOC111136456,LOC111136456,13.35324,11.81729,10.63324,12.93636,0.731387,0.22186,0,0,0.848175,0.212745,13.83085,11.86188,0.388762,0.159073,11.09345,16.74408,0.482482,0.173355,0.318978,0.112101,1.082482,0.311252,0.866423,0.2786,1.10989,0.398265,0.676244,0.214053,35.792,19.20654,0.425547,0.147804,4.610769,1.77155,0,0,1.784931,0.645214,6.754248,3.728482,20.60459,14.80684,19.30595,14.89197,0.761314,0.205517,0.992825,0.237142,14.1549,14.08633,11.77514,10.06757
38565,transcript,15.84296,0.0002139353,0.006300509,NC_035784.1,+,80229668,80231868,rna-XR_002639755.1,3,1295,gene-LOC111136456,LOC111136456,7.052562,6.241348,3.465251,4.215811,0,0,0,0,0,0,6.690498,5.738038,3.418221,1.398659,0.658202,0.993468,0,0,0,0,0,0,0,0,0,0,0,0,0.347471,0.186458,0,0,3.649611,1.402254,0,0,0,0,24.34481,13.43883,32.75576,23.53889,0,0,0,0,2.037706,0.486718,3.74484,3.726696,6.60798,5.649725
386,transcript,2.502433,0.003171248,0.04766186,NC_035780.1,-,3550314,3552602,rna-XM_022460219.1,3,440,gene-LOC111119754,LOC111119754,18.66023,16.51385,15.9875,19.45033,0,0,0,0,0,0,12.72607,10.91439,0.900671,0.368534,8.537653,12.88645,0,0,0,0,5.463636,1.570991,0,0,0,0,1.112118,0.352021,39.65,21.2768,0,0,0.662598,0.254584,0.402723,0.130423,0.570549,0.206241,4.161984,2.2975,6.396593,4.59671,22.54546,17.39082,0,0,0,0,15.93561,15.8584,14.98636,12.81312
38621,transcript,0.3818659,0.0002137922,0.006299127,NC_035784.1,-,80728353,80741558,rna-XM_022480475.1,15,2207,gene-LOC111132650,LOC111132650,5.399454,4.778387,6.049687,7.360026,12.42614,3.769367,14.07216,4.061355,19.31106,4.843734,6.906616,5.92339,13.12483,5.370383,2.059635,3.108744,11.94809,4.292939,14.24739,5.007097,16.88469,4.854953,8.494336,2.731369,13.90317,4.98892,28.69683,9.083474,9.851447,5.286438,14.76552,5.128448,13.49275,5.184187,12.22474,3.959027,17.62121,6.369682,3.210877,1.772469,2.797385,2.010252,7.899805,6.09365,17.55992,4.740319,24.88899,5.944882,4.900337,4.876595,5.562917,4.756211
38645,transcript,0.5211821,0.003018106,0.04589735,NC_035784.1,+,81053384,81062099,rna-XM_022483826.1,4,1620,gene-LOC111134629,LOC111134629,10.42863,9.229088,4.750412,5.779333,294.157,89.23008,432.5665,124.8427,518.2609,129.9938,8.461575,7.256985,163.6707,66.97032,3.311839,4.998779,306.1497,109.9993,375.8934,132.1038,466.0522,134.0067,328.5475,105.645,271.1367,97.29282,224.5799,71.0868,15.84331,8.501762,363.8867,126.3873,179.9468,69.13919,350.5207,113.5174,319.0101,115.3152,53.00355,29.25904,42.68673,30.67547,8.532425,6.581632,355.0022,95.83319,571.4393,136.4917,6.158807,6.128968,8.947991,7.650399
38698,transcript,0.2447833,8.134591e-05,0.00293069,NC_035784.1,-,81381835,81408451,rna-XM_022490062.1,20,4493,gene-LOC111138204,LOC111138204,6.331622,5.603334,4.629633,5.632394,2.019084,0.612472,0.008516,0.002458,0.043797,0.010985,5.728652,4.913121,3.541829,1.449236,6.744229,10.17951,3.610381,1.297207,4.177768,1.468233,0.046852,0.013472,0.245414,0.078913,3.312767,1.188731,3.059597,0.968461,11.24402,6.033714,2.308709,0.801875,5.779702,2.220678,0.006298,0.00204,4.009933,1.449503,0.056821,0.031366,0.009006,0.006472,4.68547,3.614217,0.01961,0.005294,0,0,3.233902,3.218234,6.657282,5.691877
38699,transcript,12.57006,3.033277e-08,4.810498e-06,NC_035784.1,-,81381835,81408451,rna-XM_022490063.1,19,4469,gene-LOC111138204,LOC111138204,0,0,0,0,0,0,5.510293,1.590321,5.712165,1.432765,0,0,0,0,0,0,0,0,0,0,3.679246,1.057915,3.877521,1.246824,0,0,0.168046,0.053192,0,0,0.01895,0.006582,0,0,4.409264,1.427957,0,0,10.67597,5.89335,9.446298,6.788284,0,0,6.575632,1.775098,6.646118,1.587465,0,0,0,0
