gene,Sex,Treatment,mean_mean,mean_sem
gene-LOC111117104,F,Control,0,NA
gene-LOC111117104,F,Exposed,0,NA
gene-LOC111117104,M,Control,0,NA
gene-LOC111117104,M,Exposed,0.38759683333333333,NA
gene-LOC111117105,F,Control,9.017143288793102,1.8163094545637706
gene-LOC111117105,F,Exposed,7.579911043103445,1.8857518210967037
gene-LOC111117105,M,Control,12.107544767241382,2.7544354600159773
gene-LOC111117105,M,Exposed,10.206105603448288,2.7066891515946936
gene-LOC111117112,F,Control,6.0422978625,1.2214514706976995
gene-LOC111117112,F,Exposed,5.142955725,1.0296312675945845
gene-LOC111117112,M,Control,4.133403775,0.932292466012744
gene-LOC111117112,M,Exposed,3.9667856083333333,0.8097538005844177
gene-LOC111117113,F,Control,0.23352512109375,0.13862704717656268
gene-LOC111117113,F,Exposed,0.380132546875,0.20537407524434637
gene-LOC111117113,M,Control,0.2771509921875,0.14014746288874
gene-LOC111117113,M,Exposed,0.3613214375,0.1955854656121235
gene-LOC111117116,F,Control,0.8209425583333322,0.48656966706288385
gene-LOC111117116,F,Exposed,0.829932308333332,0.5314153817654731
gene-LOC111117116,M,Control,1.5260950500000015,0.9580709825170253
gene-LOC111117116,M,Exposed,0.3633898555555555,0.24873447740504284
gene-LOC111117117,F,Control,5.658983173611112,1.5544057589676412
gene-LOC111117117,F,Exposed,8.487308736111114,2.456432255293534
gene-LOC111117117,M,Control,8.746736027777782,2.2849754211719224
gene-LOC111117117,M,Exposed,9.074729805555553,2.2129271731295783
gene-LOC111117121,F,Control,0,0
gene-LOC111117121,F,Exposed,0.3839205,0.3839205
gene-LOC111117121,M,Control,0,0
gene-LOC111117121,M,Exposed,0,0
gene-LOC111117124,F,Control,52.061647875,NA
gene-LOC111117124,F,Exposed,59.53026675,NA
gene-LOC111117124,M,Control,66.980755,NA
gene-LOC111117124,M,Exposed,66.02571833333333,NA
gene-LOC111117129,F,Control,5.574946541666662,0.9057551687760655
gene-LOC111117129,F,Exposed,10.179716136904757,1.0567490882659378
gene-LOC111117129,M,Control,10.51394283333333,0.6895634350922658
gene-LOC111117129,M,Exposed,0.31815561111111096,0.23027005268566733
gene-LOC111117132,F,Control,24.8310175131579,2.958447534423935
gene-LOC111117132,F,Exposed,24.345372427631588,2.7219546417747327
gene-LOC111117132,M,Control,16.321454947368398,2.1458827157557776
gene-LOC111117132,M,Exposed,32.37289281578947,3.6063097551990415
gene-LOC111117133,F,Control,43.764372337500014,7.4837256802846674
gene-LOC111117133,F,Exposed,40.478407645833336,7.2794694212819335
gene-LOC111117133,M,Control,44.93032843333332,8.039462605167987
gene-LOC111117133,M,Exposed,45.33308211666667,8.278710477447442
gene-LOC111117134,F,Control,0.301291140625,0.11845912036463349
gene-LOC111117134,F,Exposed,0.246255496875,0.1108497497152872
gene-LOC111117134,M,Control,0.364299475,0.21452628697356343
gene-LOC111117134,M,Exposed,0.3139253083333333,0.1359103888889864
gene-LOC111117135,F,Control,0.2009217875,0.15483299259815364
gene-LOC111117135,F,Exposed,0.3739895,0.2709226192151869
gene-LOC111117135,M,Control,0.5017645000000001,0.24700938309373827
gene-LOC111117135,M,Exposed,0.2528127333333333,0.16074496270103783
gene-LOC111117137,F,Control,0.291066975,0.17105572740907776
gene-LOC111117137,F,Exposed,0.2697081,0.19987976873254287
gene-LOC111117137,M,Control,0.21910427500000001,0.13699568409426752
gene-LOC111117137,M,Exposed,0.3331667,0.19663924066257965
gene-LOC111117138,F,Control,11.6908509375,2.1071808124999998
gene-LOC111117138,F,Exposed,8.983952125,1.8101305
gene-LOC111117138,M,Control,16.24261225,0.9648345
gene-LOC111117138,M,Exposed,17.119798250000002,1.4659580833333332
gene-LOC111117139,F,Control,1.2840271515151522,0.37470796975049087
gene-LOC111117139,F,Exposed,1.2473059734848475,0.3396084766124285
gene-LOC111117139,M,Control,3.1684045151515137,0.588668118023757
gene-LOC111117139,M,Exposed,2.1672956262626224,0.36563489332186266
gene-LOC111117143,F,Control,7.67938904545455,2.150367588088575
gene-LOC111117143,F,Exposed,5.204588454545449,1.4568449998146002
gene-LOC111117143,M,Control,9.545198681818185,2.379039816696625
gene-LOC111117143,M,Exposed,8.167412696969707,2.2038734038322003
gene-LOC111117144,F,Control,17.149242372524753,1.5798979872828605
gene-LOC111117144,F,Exposed,15.3980564529703,1.3626954874881072
gene-LOC111117144,M,Control,24.05256814356435,2.3427780607473223
gene-LOC111117144,M,Exposed,18.788775854785463,1.6789364214231641
gene-LOC111117147,F,Control,0.453660270833333,0.3386049404367165
gene-LOC111117147,F,Exposed,0.21706395833333325,0.11695290401012913
gene-LOC111117147,M,Control,0.21925208333333326,0.08589859754875825
gene-LOC111117147,M,Exposed,0.144573361111111,0.09390576209548814
gene-LOC111117149,F,Control,18.80652787500001,1.4387221193646624
gene-LOC111117149,F,Exposed,16.891200197916675,1.4286488502577555
gene-LOC111117149,M,Control,14.7137261875,1.0575248772032015
gene-LOC111117149,M,Exposed,18.328779027777767,1.1829889707145975
gene-LOC111117151,F,Control,64.85994464285714,6.216159043605515
gene-LOC111117151,F,Exposed,62.18944061607144,6.364449377717191
gene-LOC111117151,M,Control,74.28589425892858,6.298723543694638
gene-LOC111117151,M,Exposed,77.42804270238095,6.430974843451889
gene-LOC111117152,F,Control,1.486187854166667,0.9259825026689856
gene-LOC111117152,F,Exposed,8.186975999999996,3.129287714251162
gene-LOC111117152,M,Control,0.43177308333333403,0.31250339037695474
gene-LOC111117152,M,Exposed,4.6179283611111055,1.1302783260077776
gene-LOC111117153,F,Control,4.0189004375,0.6569362891849942
gene-LOC111117153,F,Exposed,0.3079802708333329,0.2875754579023696
gene-LOC111117153,M,Control,0.27623004166666654,0.24559415512684574
gene-LOC111117153,M,Exposed,0.47744675000000003,0.38078927362803183
gene-LOC111117154,F,Control,24.330714234965637,1.0441032625257125
gene-LOC111117154,F,Exposed,22.107625729810987,0.9793112361741052
gene-LOC111117154,M,Control,19.5907753573883,0.859001417540899
gene-LOC111117154,M,Exposed,25.12143384135168,1.0704611678808913
gene-LOC111117155,F,Control,21.813951108796275,2.5399313268178503
gene-LOC111117155,F,Exposed,22.73448302314815,2.8057637292431075
gene-LOC111117155,M,Control,21.14838327314815,2.4957568041227076
gene-LOC111117155,M,Exposed,21.010631370370366,3.0225571657748054
gene-LOC111117157,F,Control,52.2402742890625,7.3434738930318915
gene-LOC111117157,F,Exposed,54.707350921875,6.447844547999296
gene-LOC111117157,M,Control,41.206970328125,6.14997415439399
gene-LOC111117157,M,Exposed,53.779681260416666,5.653479088017197
gene-LOC111117159,F,Control,0.39634758152173916,0.12364713633087296
gene-LOC111117159,F,Exposed,0.3125777051630434,0.11479185483810908
gene-LOC111117159,M,Control,0.33880573369565226,0.09454336627759988
gene-LOC111117159,M,Exposed,0.2836852789855073,0.08404009405510943
gene-LOC111117161,F,Control,0.36935918750000013,0.18992692363276234
gene-LOC111117161,F,Exposed,0.2616393990384615,0.14634137697551353
gene-LOC111117161,M,Control,0.4360035,0.24456550822087075
gene-LOC111117161,M,Exposed,0.5558456474358975,0.3663639735225247
gene-LOC111117162,F,Control,0.2823811666666665,0.1748235635503902
gene-LOC111117162,F,Exposed,0.2592276833333334,0.20867867760046868
gene-LOC111117162,M,Control,0.8985765833333342,0.6418402670826758
gene-LOC111117162,M,Exposed,0.368650488888889,0.2010554746298922
gene-LOC111117163,F,Control,17.205725772727273,4.038892476486312
gene-LOC111117163,F,Exposed,21.9980625,3.4764454152508013
gene-LOC111117163,M,Control,20.535062363636364,3.8757209810058826
gene-LOC111117163,M,Exposed,20.476422257575745,2.26944062399651
gene-LOC111117164,F,Control,42.527677836538466,3.2622072733311738
gene-LOC111117164,F,Exposed,49.18305179567307,3.6564055732127363
gene-LOC111117164,M,Control,44.73923912019228,3.5216397360935527
gene-LOC111117164,M,Exposed,56.023500804487185,3.993431686393808
gene-LOC111117165,F,Control,39.24598140277779,4.23179837239491
gene-LOC111117165,F,Exposed,58.69677848611113,4.5794211279219486
gene-LOC111117165,M,Control,39.23585783333335,2.7150763537916425
gene-LOC111117165,M,Exposed,70.2998607037037,5.229069993024842
gene-LOC111117166,F,Control,3.2230049166666626,0.49497615545056123
gene-LOC111117166,F,Exposed,1.642251583333333,0.47759847243655834
gene-LOC111117166,M,Control,3.8266532500000072,1.33486178900349
gene-LOC111117166,M,Exposed,0.39049633333333333,0.29887830120643666
gene-LOC111117170,F,Control,49.007422875,2.351325546769849
gene-LOC111117170,F,Exposed,48.32165365625,1.9432591645380526
gene-LOC111117170,M,Control,30.8281004375,0.992512540176567
gene-LOC111117170,M,Exposed,27.388436041666665,1.3543273606897066
gene-LOC111117171,F,Control,0.11261260416666663,0.11261260416666663
gene-LOC111117171,F,Exposed,0.2177579375000004,0.2177579375000004
gene-LOC111117171,M,Control,0.05020079166666675,0.05020079166666675
gene-LOC111117171,M,Exposed,0.37462150000000066,0.29377100731197914
gene-LOC111117173,F,Control,0.185723888888889,0.14530791397834383
gene-LOC111117173,F,Exposed,0.06771112500000001,0.05721303238333088
gene-LOC111117173,M,Control,0.42209247222222224,0.24524515708899675
gene-LOC111117173,M,Exposed,0.2661382962962963,0.14096360845363834
gene-LOC111117175,F,Control,66.31238951923078,10.976596665929875
gene-LOC111117175,F,Exposed,65.48123054807692,10.935704451519337
gene-LOC111117175,M,Control,72.2982485,11.716761377476026
gene-LOC111117175,M,Exposed,72.7000052051282,11.79342137453625
gene-LOC111117177,F,Control,82.4471985625,9.512723488957073
gene-LOC111117177,F,Exposed,80.65658225,10.027513078924125
gene-LOC111117177,M,Control,91.0418533125,4.780009644412372
gene-LOC111117177,M,Exposed,85.24591654166667,8.061978069808802
gene-LOC111117178,F,Control,4.997734966666668,1.6846000978434863
gene-LOC111117178,F,Exposed,5.329431969444445,1.7508482486549537
gene-LOC111117178,M,Control,6.139198338888887,1.9398928720179125
gene-LOC111117178,M,Exposed,4.831036044444444,1.63508121289043
gene-LOC111117186,F,Control,0.19900255681818163,0.11154396929339357
gene-LOC111117186,F,Exposed,0.2539727386363636,0.12980045650706395
gene-LOC111117186,M,Control,0.27900504545454546,0.1082377976099145
gene-LOC111117186,M,Exposed,0.4960767424242423,0.17159289574033593
gene-LOC111117187,F,Control,0.3495025714285711,0.25369659121298127
gene-LOC111117187,F,Exposed,0.1384013928571428,0.08113073596763545
gene-LOC111117187,M,Control,0.2195669285714285,0.1354763424625252
gene-LOC111117187,M,Exposed,0.6438791666666666,0.5586356615401659
gene-LOC111117188,F,Control,1.0427465234375,0.19058821200041695
gene-LOC111117188,F,Exposed,0.8959631119791661,0.17052920333811275
gene-LOC111117188,M,Control,0.22321746354166674,0.0742401178947392
gene-LOC111117188,M,Exposed,0.293630595486111,0.10818860941018504
gene-LOC111117189,F,Control,1.1136501239130425,0.21587421354901024
gene-LOC111117189,F,Exposed,1.112987753260871,0.23242852734760774
gene-LOC111117189,M,Control,0.4709891826086957,0.15246712342006855
gene-LOC111117189,M,Exposed,0.6008129478260862,0.2800771167020695
gene-LOC111117191,F,Control,0.3047545827702704,0.09915802987887914
gene-LOC111117191,F,Exposed,0.3635046993243244,0.10369686378311746
gene-LOC111117191,M,Control,0.20911154729729725,0.07720007560798554
gene-LOC111117191,M,Exposed,0.23281901576576566,0.0822187804971372
gene-LOC111117192,F,Control,0.3141260807291666,0.11443585858067416
gene-LOC111117192,F,Exposed,0.31982457812500015,0.15868124147072457
gene-LOC111117192,M,Control,0.247528708333333,0.1129319166225365
gene-LOC111117192,M,Exposed,0.25496972916666666,0.13227281263404
gene-LOC111117193,F,Control,0.21412478124999992,0.14185379833342238
gene-LOC111117193,F,Exposed,0.30402576562500006,0.16817244777080104
gene-LOC111117193,M,Control,0.2251256666666665,0.11608058066733185
gene-LOC111117193,M,Exposed,0.30601004861111103,0.16144003618327968
gene-LOC111117194,F,Control,0.19726565789473674,0.1460651961750815
gene-LOC111117194,F,Exposed,0.2501995986842106,0.1577512351694255
gene-LOC111117194,M,Control,0.24484921052631592,0.13968771078875641
gene-LOC111117194,M,Exposed,0.5627050614035096,0.46705764643970016
gene-LOC111117198,F,Control,0.44146608333333376,0.32123467152380486
gene-LOC111117198,F,Exposed,0.7148373124999996,0.669896469097868
gene-LOC111117198,M,Control,0.6066164166666665,0.29193224504598847
gene-LOC111117198,M,Exposed,0.12626263888888883,0.12626263888888883
gene-LOC111117201,F,Control,14.14149758823528,2.6373348270273627
gene-LOC111117201,F,Exposed,2.503385455882353,1.1824573496161817
gene-LOC111117201,M,Control,3.2728814411764726,1.6680840879987064
gene-LOC111117201,M,Exposed,7.029466127450968,2.799570822025542
gene-LOC111117202,F,Control,57.39112608022388,4.675949592990456
gene-LOC111117202,F,Exposed,54.03152671828359,4.673340809073243
gene-LOC111117202,M,Control,61.2256029402985,5.1201681353141755
gene-LOC111117202,M,Exposed,60.477746126865654,5.130771919005353
gene-LOC111117203,F,Control,6.877239008333342,2.0167486399928465
gene-LOC111117203,F,Exposed,9.193751108333332,1.8531247099243906
gene-LOC111117203,M,Control,2.36377715,1.1894378483805297
gene-LOC111117203,M,Exposed,6.501436733333339,2.08811053783831
gene-LOC111117205,F,Control,18.6810468125,3.4045205658826774
gene-LOC111117205,F,Exposed,17.3023775875,3.2769928195002214
gene-LOC111117205,M,Control,26.59204344375,4.4436705881808045
gene-LOC111117205,M,Exposed,26.713809483333335,4.363075954254195
gene-LOC111117211,F,Control,49.2979745,NA
gene-LOC111117211,F,Exposed,33.7553025,NA
gene-LOC111117211,M,Control,55.34901275,NA
gene-LOC111117211,M,Exposed,68.4791905,NA
gene-LOC111117217,F,Control,4.319881338541675,0.3909688453552968
gene-LOC111117217,F,Exposed,8.956074783854163,0.4820806869056533
gene-LOC111117217,M,Control,21.824482848958326,0.9951488866426975
gene-LOC111117217,M,Exposed,8.468244777777784,0.6527204523276757
gene-LOC111117219,F,Control,0.31373069021739125,0.16984949026187657
gene-LOC111117219,F,Exposed,0.379387,0.2962880224409321
gene-LOC111117219,M,Control,0.2229109456521738,0.1468444093549622
gene-LOC111117219,M,Exposed,0.18840150000000014,0.14075998803631565
gene-LOC111117222,F,Control,0.23885813567073164,0.08979232303536698
gene-LOC111117222,F,Exposed,0.2330102332317075,0.09489884891737263
gene-LOC111117222,M,Control,0.270380051829268,0.1055853416730265
gene-LOC111117222,M,Exposed,0.2558303434959348,0.11606294880066416
gene-LOC111117223,F,Control,0.2144002916666665,0.15825740367793575
gene-LOC111117223,F,Exposed,0.48451194642857126,0.2793958972102345
gene-LOC111117223,M,Control,0.31903821428571427,0.2236871617735345
gene-LOC111117223,M,Exposed,0.24102467460317475,0.16445066577229525
gene-LOC111117224,F,Control,0.25833832738095236,0.1315967105419959
gene-LOC111117224,F,Exposed,0.4708217232142856,0.2377710506774044
gene-LOC111117224,M,Control,0.325095,0.17740254483196047
gene-LOC111117224,M,Exposed,0.2825357738095239,0.13972492236207623
gene-LOC111117225,F,Control,0.34281408993902435,0.09970388921388527
gene-LOC111117225,F,Exposed,0.3139068277439024,0.1043116985968915
gene-LOC111117225,M,Control,0.39134414939024376,0.08979939861577435
gene-LOC111117225,M,Exposed,0.27410107113821147,0.07652384090137383
gene-LOC111117226,F,Control,0.24358125423728824,0.10261620797977726
gene-LOC111117226,F,Exposed,0.2828386800847456,0.11630672043380044
gene-LOC111117226,M,Control,0.25284521610169497,0.10331327996181372
gene-LOC111117226,M,Exposed,0.28454289265536725,0.14646222782469726
gene-LOC111117227,F,Control,6.0929948125,1.8883713125
gene-LOC111117227,F,Exposed,3.6189736875,0.6441291874999999
gene-LOC111117227,M,Control,4.672522625,2.9002586249999998
gene-LOC111117227,M,Exposed,3.6699568333333334,0.8357621666666666
gene-LOC111117230,F,Control,0.516309125,0.441007875
gene-LOC111117230,F,Exposed,1.2177761875,1.1526720625
gene-LOC111117230,M,Control,0.407658125,0.253337125
gene-LOC111117230,M,Exposed,0.20976791666666667,0.20976791666666667
gene-LOC111117231,F,Control,6.0030899375,5.5386936875
gene-LOC111117231,F,Exposed,3.3674855,1.641086875
gene-LOC111117231,M,Control,2.025139625,2.025139625
gene-LOC111117231,M,Exposed,5.3788790833333335,5.3788790833333335
gene-LOC111117232,F,Control,1.771111675,0.9042365585663463
gene-LOC111117232,F,Exposed,1.529510275,0.8568390092107849
gene-LOC111117232,M,Control,4.9387185,1.6997658450698987
gene-LOC111117232,M,Exposed,0.40965843333333335,0.3154542410455782
gene-LOC111117234,F,Control,0.6527761375,0.24260636224090162
gene-LOC111117234,F,Exposed,0.5601915375,0.3454721350992957
gene-LOC111117234,M,Control,0.27133562499999997,0.13752543189380775
gene-LOC111117234,M,Exposed,0.5497161333333334,0.2726644791375161
gene-LOC111117238,F,Control,6.29765325,NA
gene-LOC111117238,F,Exposed,3.460375875,NA
gene-LOC111117238,M,Control,9.67779825,NA
gene-LOC111117238,M,Exposed,11.846278166666666,NA
gene-LOC111117240,F,Control,6.354464395833329,2.4772626908591806
gene-LOC111117240,F,Exposed,2.425291833333335,1.3551489946348232
gene-LOC111117240,M,Control,5.780504958333325,1.7786466434428
gene-LOC111117240,M,Exposed,3.306165250000001,1.5578272196678957
gene-LOC111117241,F,Control,23.538539900316454,0.8011446626306187
gene-LOC111117241,F,Exposed,16.103766031645563,0.6051331936548018
gene-LOC111117241,M,Control,13.724796351265814,0.5425212295154654
gene-LOC111117241,M,Exposed,27.046317662447255,0.41725885912246624
gene-LOC111117242,F,Control,19.95163702254098,0.7961563775569256
gene-LOC111117242,F,Exposed,14.97672557377049,0.6295523193889013
gene-LOC111117242,M,Control,13.01449295491803,0.5088808619266325
gene-LOC111117242,M,Exposed,25.79141082786886,0.4964332149467019
gene-LOC111117244,F,Control,42.68842441,2.8474109590967314
gene-LOC111117244,F,Exposed,45.52181639,2.9022810106470236
gene-LOC111117244,M,Control,30.863559600000002,3.0869406969176025
gene-LOC111117244,M,Exposed,27.747854333333333,2.2201500944069563
gene-LOC111117246,F,Control,0.22289731617647054,0.1410003088795739
gene-LOC111117246,F,Exposed,0.2628560661764706,0.18782303123257987
gene-LOC111117246,M,Control,0.14334119117647057,0.08973861776952308
gene-LOC111117246,M,Exposed,0.14345602941176475,0.10773970690151341
gene-LOC111117247,F,Control,0.2857729000000001,0.15419277212895124
gene-LOC111117247,F,Exposed,0.2002085,0.13087566224332975
gene-LOC111117247,M,Control,0.18367250833333326,0.136289421157451
gene-LOC111117247,M,Exposed,0.2545099611111112,0.16392788376610967
gene-LOC111117248,F,Control,6.804197025735299,1.5358501910032387
gene-LOC111117248,F,Exposed,5.7327400257353,1.5325332289650013
gene-LOC111117248,M,Control,5.115679235294118,1.9480242748037324
gene-LOC111117248,M,Exposed,4.594906987745097,1.6485596067596247
gene-LOC111117251,F,Control,0.1926005,0.11587187890710698
gene-LOC111117251,F,Exposed,0.2017884875,0.14307657820603112
gene-LOC111117251,M,Control,0.058139525,0.058139525
gene-LOC111117251,M,Exposed,0.20892539999999998,0.20892539999999998
gene-LOC111117253,F,Control,3.858060083333334,0.40785633143370503
gene-LOC111117253,F,Exposed,4.589764187499996,0.6143851363483684
gene-LOC111117253,M,Control,0.6000774583333325,0.408068098857595
gene-LOC111117253,M,Exposed,0.43014633333333335,0.31792255695804783
gene-LOC111117254,F,Control,1.179309946875,0.4031627826749259
gene-LOC111117254,F,Exposed,0.8927558375,0.30565496083515675
gene-LOC111117254,M,Control,0.852282025,0.27050101984018077
gene-LOC111117254,M,Exposed,0.9396209416666667,0.3926194397852935
gene-LOC111117256,F,Control,0.3205128125,0.3205128125
gene-LOC111117256,F,Exposed,0.0726744375,0.0726744375
gene-LOC111117256,M,Control,0,0
gene-LOC111117256,M,Exposed,0.18076225,0.18076225
gene-LOC111117258,F,Control,0.2722624970238095,0.08518327153085037
gene-LOC111117258,F,Exposed,0.315916105654762,0.12239594081192537
gene-LOC111117258,M,Control,0.3154159821428572,0.21634444315594842
gene-LOC111117258,M,Exposed,0.26158857738095265,0.12625024343725522
gene-LOC111117260,F,Control,2.634070642241378,1.2968898111137863
gene-LOC111117260,F,Exposed,2.2124439784482757,1.1494994125897846
gene-LOC111117260,M,Control,2.830918189655173,1.5017616883343468
gene-LOC111117260,M,Exposed,2.3064337873563208,1.1810460749045961
gene-LOC111117262,F,Control,0.26068814622641523,0.07363521950402599
gene-LOC111117262,F,Exposed,0.24966622169811312,0.06821152378442658
gene-LOC111117262,M,Control,0.20761901886792475,0.05505016073109072
gene-LOC111117262,M,Exposed,0.2486674088050317,0.07236722880837203
gene-LOC111117263,F,Control,0.5176552321428571,0.3702301257946239
gene-LOC111117263,F,Exposed,0.5876256250000013,0.3084502813860845
gene-LOC111117263,M,Control,0.328007357142857,0.270458212160428
gene-LOC111117263,M,Exposed,0.09911145238095234,0.0821095685364885
gene-LOC111117264,F,Control,1.1871847197231837,0.215130388843661
gene-LOC111117264,F,Exposed,0.8660540765570941,0.16350847138772656
gene-LOC111117264,M,Control,0.9127837500000008,0.1515266198735751
gene-LOC111117264,M,Exposed,0.952637103806229,0.17993590735678
gene-LOC111117266,F,Control,14.686396249999994,3.6580521553745875
gene-LOC111117266,F,Exposed,17.261690079545463,4.65286861990987
gene-LOC111117266,M,Control,12.47689754545455,3.1102288795393935
gene-LOC111117266,M,Exposed,17.760081257575767,4.428506685403277
gene-LOC111117267,F,Control,0.4194923194444444,0.29036601310964927
gene-LOC111117267,F,Exposed,0.18696981944444452,0.15197451708248763
gene-LOC111117267,M,Control,0.1232516944444445,0.08642285729003277
gene-LOC111117267,M,Exposed,0.2013810555555555,0.192571006411807
gene-LOC111117268,F,Control,0.2721277596153846,0.15947707544029863
gene-LOC111117268,F,Exposed,0.24518675000000015,0.21289713715330563
gene-LOC111117268,M,Control,0.2095277884615385,0.133052775319383
gene-LOC111117268,M,Exposed,0.24664042307692316,0.21245728208615017
gene-LOC111117275,F,Control,2.037535260135135,0.8312885237595669
gene-LOC111117275,F,Exposed,1.9100541756756746,0.7699949134108546
gene-LOC111117275,M,Control,0.7984562229729718,0.3450510883024859
gene-LOC111117275,M,Exposed,1.3647196531531534,0.5042424166497191
gene-LOC111117277,F,Control,0.17353252272727288,0.11969788228485936
gene-LOC111117277,F,Exposed,0.20420523863636358,0.13710789649792468
gene-LOC111117277,M,Control,0.19316377272727273,0.14108982524709598
gene-LOC111117277,M,Exposed,0.27516263636363636,0.20366955949363905
gene-LOC111117278,F,Control,0.16100472348484846,0.09430333112037932
gene-LOC111117278,F,Exposed,0.4331465454545449,0.21337886738044362
gene-LOC111117278,M,Control,0.3625335378787881,0.2050336379939549
gene-LOC111117278,M,Exposed,0.2840773131313132,0.16571465115707926
gene-LOC111117279,F,Control,0.1026335526315789,0.06371691164805927
gene-LOC111117279,F,Exposed,0.4226822171052629,0.271820472622735
gene-LOC111117279,M,Control,0.35796153947368525,0.22123488922779874
gene-LOC111117279,M,Exposed,0.3048440877192984,0.20391846537951336
gene-LOC111117281,F,Control,27.3482788375,8.683056217580544
gene-LOC111117281,F,Exposed,29.68620645,7.907584627935144
gene-LOC111117281,M,Control,23.849759875,10.88503471649925
gene-LOC111117281,M,Exposed,35.86209061666666,9.14248696698831
gene-LOC111117287,F,Control,0.3368398289473685,0.1223684541503093
gene-LOC111117287,F,Exposed,0.2361983322368422,0.09702286703843045
gene-LOC111117287,M,Control,0.2287097039473685,0.10113077015549675
gene-LOC111117287,M,Exposed,0.3042539780701753,0.13015229508664528
gene-LOC111117288,F,Control,1.5156294791666678,1.037765573772134
gene-LOC111117288,F,Exposed,0.315005958333333,0.262583888082906
gene-LOC111117288,M,Control,0.2438249166666665,0.18566922105772976
gene-LOC111117288,M,Exposed,0.2777764722222227,0.2178181684517245
gene-LOC111117289,F,Control,0.398697075,0.19626163151365414
gene-LOC111117289,F,Exposed,0.3791625916666666,0.18674027911312116
gene-LOC111117289,M,Control,0.8956070333333332,0.525992540077992
gene-LOC111117289,M,Exposed,0.46923846666666624,0.2874555465712017
gene-LOC111117293,F,Control,0.3040185328947366,0.1181123750727252
gene-LOC111117293,F,Exposed,0.4297205526315791,0.14369777891473387
gene-LOC111117293,M,Control,0.26325325,0.11312224229969262
gene-LOC111117293,M,Exposed,0.2918940964912282,0.12761285518489765
gene-LOC111117297,F,Control,33.56080359782609,2.97795173878413
gene-LOC111117297,F,Exposed,32.3326649646739,3.078123426938804
gene-LOC111117297,M,Control,22.389602396739125,2.9975935337836876
gene-LOC111117297,M,Exposed,19.097703942028996,2.5504110613716326
gene-LOC111117298,F,Control,4.7374994,2.306631129375475
gene-LOC111117298,F,Exposed,3.72148295,2.2430891492330938
gene-LOC111117298,M,Control,3.41653765,1.812360386948481
gene-LOC111117298,M,Exposed,1.9446005666666666,1.1008947578807458
gene-LOC111117299,F,Control,5.221233177083338,1.3222802196497547
gene-LOC111117299,F,Exposed,4.4565034999999975,1.0672185574073512
gene-LOC111117299,M,Control,9.52168091666666,1.7174715092966435
gene-LOC111117299,M,Exposed,3.300592236111111,0.8771350250006035
gene-LOC111117300,F,Control,0.45683274089403986,0.10583242867108746
gene-LOC111117300,F,Exposed,0.7030883799668878,0.1938802234245157
gene-LOC111117300,M,Control,0.43328646854304625,0.10850800832036188
gene-LOC111117300,M,Exposed,0.4034163686534215,0.14113094003334117
gene-LOC111117303,F,Control,0.39552547653256714,0.06371382722005209
gene-LOC111117303,F,Exposed,0.4201860004789271,0.06882307589389695
gene-LOC111117303,M,Control,0.3304487490421458,0.0524012250335014
gene-LOC111117303,M,Exposed,0.4063430504469987,0.10467224363980064
gene-LOC111117305,F,Control,61.54417732236843,4.097567944048034
gene-LOC111117305,F,Exposed,50.22393233223685,3.847600508570335
gene-LOC111117305,M,Control,61.831726894736825,3.83337035794713
gene-LOC111117305,M,Exposed,69.45311646491226,5.086038846809078
gene-LOC111117308,F,Control,11.702231958333343,4.028366342851712
gene-LOC111117308,F,Exposed,10.970393333333329,3.697167663565895
gene-LOC111117308,M,Control,18.386645,4.08140369275832
gene-LOC111117308,M,Exposed,21.6668653888889,4.894613563183555
gene-LOC111117309,F,Control,59.614661834558824,6.080416976119284
gene-LOC111117309,F,Exposed,48.959075808823535,6.323780575125845
gene-LOC111117309,M,Control,61.47632391911765,6.414527364902288
gene-LOC111117309,M,Exposed,65.62272773529412,6.679500618160853
gene-LOC111117310,F,Control,1.5291908456521721,0.6256885368922339
gene-LOC111117310,F,Exposed,1.4041471576086948,0.5300434381230438
gene-LOC111117310,M,Control,1.7582576543478252,0.671913197335605
gene-LOC111117310,M,Exposed,1.739520288405796,0.6539965871942974
gene-LOC111117314,F,Control,51.1759394921875,5.392765650665319
gene-LOC111117314,F,Exposed,49.05237304492188,5.279809137980127
gene-LOC111117314,M,Control,53.87309878515625,5.80406178962531
gene-LOC111117314,M,Exposed,54.4071871484375,5.770510372224331
gene-LOC111117315,F,Control,77.84411027752293,3.087824565484359
gene-LOC111117315,F,Exposed,77.84897543577982,2.9463246442549624
gene-LOC111117315,M,Control,80.8119665389908,3.128551837093795
gene-LOC111117315,M,Exposed,81.40044234862384,3.083764305501755
gene-LOC111117316,F,Control,2.2272719952531594,0.33440171460460155
gene-LOC111117316,F,Exposed,0.26446901740506323,0.07506735482024782
gene-LOC111117316,M,Control,0.35148498101265824,0.0783593395942432
gene-LOC111117316,M,Exposed,0.3241032352320672,0.06370768353169831
gene-LOC111117318,F,Control,6.7292759204545485,2.010515447908961
gene-LOC111117318,F,Exposed,1.9203703181818195,0.9125936600245022
gene-LOC111117318,M,Control,8.708055818181826,2.635722148364488
gene-LOC111117318,M,Exposed,3.626711969696972,1.3032166211613654
gene-LOC111117321,F,Control,0.5074914687500001,0.203445152929969
gene-LOC111117321,F,Exposed,2.27071684375,0.4920612492186613
gene-LOC111117321,M,Control,0,0
